# beta, U, e_U, chi e_chi [calculated 2025-01-23 18:52:48.153804 on topology: hexagonal, using blocked data with block length: 100]
0.6502646627481226,2.0276079469609005,0.0034907155078687186,536.6360388756203,7.097790981521219e-5
0.6504687443807756,2.0085175348373214,0.003124407022931676,549.1694696893696,6.786940831652081e-5
0.6506728260134287,1.9879439288334917,0.0037346063405308385,559.090109068556,7.081353786182967e-5
0.6508769076460817,1.9668278865628672,0.0031495099513414583,569.52040908935,7.311780896084578e-5
0.6510809892787348,1.9384931669403904,0.0035937544297492273,580.3250336273436,7.242183586732337e-5
0.6512850709113879,1.916477981219929,0.002964313774285635,593.9428826551572,6.358613336124377e-5
0.6514891525440409,1.8886761978803692,0.00342138564795896,602.2493382324383,6.709384862620025e-5
0.651693234176694,1.8663686145722407,0.00286793387852369,613.2829516986227,7.029379095445285e-5
0.6518973158093471,1.8424901680757468,0.0031038059855761097,627.1081484214386,7.427271210076956e-5
0.6521013974420001,1.8142310419472232,0.002934458699046047,634.6366248730936,6.94914813192388e-5
0.6523054790746532,1.7950630369505964,0.0026857065712377623,644.7427568831646,6.760257998898632e-5
0.6525095607073063,1.771105932179485,0.0030387874571218866,653.0657521264802,7.19876295078846e-5
0.6527136423399593,1.747797821835605,0.003052975129564111,663.4869409375466,7.078076929703921e-5
0.6529177239726124,1.7191410156721327,0.002772511643806509,671.0919644212357,6.473076259687661e-5
0.6531218056052654,1.6991038223250892,0.002735410711573627,681.1796271425526,7.26301140983259e-5
0.6533258872379185,1.6712713015911318,0.002528208011886362,686.7309798485,7.529063778726649e-5
0.6535299688705716,1.649264841842113,0.002405915155730087,694.5019008840763,6.212360188953913e-5
0.6537340505032246,1.6292157430520036,0.0024285762176562407,701.8716844833556,6.467391662751771e-5
0.6539381321358777,1.6047232142892132,0.002413014927115625,708.1145568881498,5.97195694040067e-5
0.6541422137685308,1.5778642573996027,0.0022504218656880727,710.6614046675717,6.614927841223892e-5
0.6543462954011838,1.5599375726724904,0.002052159032242109,714.7332500966168,6.975192804625285e-5
0.6545503770338369,1.5327084315086175,0.0018699620016400333,714.954324581174,7.40807381734962e-5
0.65475445866649,1.5137523516428413,0.002315730277975303,717.576202482938,7.851648922854954e-5
0.654958540299143,1.4970596655293535,0.0020192401186311065,718.362799591868,7.987113836757282e-5
0.6551626219317961,1.4718793374358516,0.0018549864570731166,721.4287952378443,7.332803150334557e-5
0.655366703564449,1.4501633110338907,0.0017673275824365855,715.5518762871458,7.57845976762601e-5
0.6555707851971021,1.4302550043967328,0.0018053481079314938,715.5708662195195,9.2879170929061e-5
0.6557748668297552,1.4135220097172978,0.0019345933918087973,710.8947649968821,8.232056415410196e-5
0.6559789484624082,1.3928312421080429,0.0014761501800731758,702.928940071037,7.545219191124831e-5
0.6561830300950613,1.3734101919727724,0.0016212903840459795,695.7982074967179,9.560015417557226e-5
0.6563871117277144,1.356832199973688,0.0012755120862123805,688.9923075058357,7.08741537687293e-5
0.6565911933603674,1.3404342026496576,0.001470833140676782,683.2141402859278,8.124502201085966e-5
0.6567952749930205,1.3231276371805532,0.0014285853760075298,670.8115743290773,8.947505618926962e-5
0.6569993566256735,1.30744108125069,0.0014150686229756836,661.8008241994645,9.633476986849293e-5
0.6572034382583266,1.2907011634951042,0.0012901088924993814,647.6721187023662,9.568402649700656e-5
0.6574075198909797,1.2780856421346916,0.0013104694086637616,638.0908776123779,0.00010398772494848052
0.6576116015236327,1.2602111852506883,0.0011814888562040494,617.7505775716412,0.00010891289765445995
0.6578156831562858,1.2479534524888007,0.0012770711518290806,607.0794150741148,0.00010899243780619622
0.6580197647889389,1.2331570903288336,0.0013121064852814237,588.1096751588109,0.00011969352964664263
0.6582238464215919,1.2233717527154218,0.0011837733499086443,576.9483924576452,0.00012394326760621378
0.658427928054245,1.2092180382988007,0.000997989199965165,557.6007145092592,0.00011127057578655014
0.6586320096868981,1.197176124491565,0.0009255205827017478,539.3832362276494,0.00010748606477655696
0.6588360913195511,1.1869587328325697,0.0007956909791647103,522.893341472674,0.00010291467609544295
0.6590401729522042,1.1770645207546264,0.0008800771678367575,506.4524140905192,0.0001046353785710648
0.6592442545848572,1.1667772505999618,0.0007907191620087428,486.1146641595057,0.0001001762236457214
0.6594483362175103,1.158533311948726,0.0007836788128598638,472.6728838634659,0.00010892774697385798
0.6596524178501634,1.1482312168723503,0.0008304760084386532,451.230700880205,0.00011933496517892502
0.6598564994828164,1.140565283046366,0.0007105141184697213,433.82122347863066,0.0001066299085521501
0.6600605811154695,1.1310482647785285,0.0006850349657272697,412.39884635418605,0.00011070765268644482
0.6602646627481226,1.1253105396113063,0.000632224849063486,401.10463995719675,0.00010513637394010824
