# beta, U, e_U, chi e_chi [calculated 2025-01-24 11:21:58.806877 on topology: hexagonal, using blocked data with block length: 100]
0.6512914484624083,2.0306265919320916,0.00351192961894649,676.1562807481074,1.8035367941112328
0.6514700198909797,2.0033228784655477,0.003136112041302566,690.6737488090723,1.9044880414148129
0.6516485913195511,1.985841973590042,0.0032098749876627816,704.8298655477183,1.7745619872332463
0.6518271627481226,1.962526375754592,0.003809864423006783,719.2411304708152,2.069077073166839
0.6520057341766939,1.9409313546708298,0.0031954780976448,732.154430527918,1.8702307566069318
0.6521843056052654,1.911193239879971,0.003060895921745113,744.3756674593412,1.8042113739464294
0.6523628770338369,1.8860090354278076,0.003477861167740434,760.686496660169,1.6333878877989114
0.6525414484624082,1.8631975988533658,0.0031712536591415965,773.1623422146605,1.5892265865699913
0.6527200198909797,1.838257228994804,0.0032890459096862664,788.3204303232841,1.6777284869066458
0.6528985913195512,1.8155271719604522,0.0032021807072954043,804.0546992061899,1.745784340260166
0.6530771627481226,1.792431513549243,0.0028221446511645827,814.7670832759313,1.4846551460405966
0.653255734176694,1.7692916657612692,0.002431455073081049,825.9569292645886,1.6100727047157488
0.6534343056052654,1.7383444190274244,0.002524955856821094,838.1414048552201,1.599101713502167
0.6536128770338369,1.7225754294001077,0.003079986990165873,846.7240920590182,1.7060592669560826
0.6537914484624083,1.6977267220351715,0.0026792008074606895,861.7023159090309,1.586535504846889
0.6539700198909797,1.6705514943132769,0.002260614440068365,867.8832352862873,1.61396272766844
0.6541485913195512,1.6512839580591818,0.0022834293153515934,878.7877449530147,1.7391356352855016
0.6543271627481225,1.627746982151469,0.0024794444764751687,883.6079974510085,1.8056199700402404
0.654505734176694,1.6021393203909258,0.0022664450171479113,892.9272289459085,1.737798401048967
0.6546843056052655,1.580359648079171,0.002603062607961296,898.630553524697,1.6590196860033626
0.6548628770338368,1.5583885946525984,0.002101084546632785,901.6969023182895,1.8889127106458747
0.6550414484624083,1.5352124703934675,0.0023069275415945364,903.0473048274487,1.6418062064999535
0.6552200198909797,1.512301524855262,0.002400028568784746,906.5215313292285,1.9768677196432585
0.6553985913195511,1.4895883494484659,0.002132608462095967,907.2354842620655,1.661852151266231
0.6555771627481226,1.4698033439739313,0.002040925279426032,904.4796380314971,1.9489903159121005
0.655755734176694,1.4500072585872186,0.0018295881507854786,907.51379885576,1.8014140558884708
0.6559343056052654,1.4298724229408515,0.0020260003081926225,899.6377196758829,2.089639263133841
0.6561128770338369,1.4125937782697802,0.0019108061378886616,895.6969184010354,2.167415097556501
0.6562914484624083,1.3916089809803798,0.0016640279684139204,882.6716576432403,2.2349214253118146
0.6564700198909798,1.375356626335845,0.001950430316540014,880.9148127249778,2.408355335907676
0.6566485913195511,1.3539820608026614,0.0018236640885081281,866.7620050883528,2.377887087008765
0.6568271627481226,1.3374085414284207,0.0014940605146886617,857.7849889606284,2.455163505916825
0.6570057341766941,1.3212196975049577,0.0014693171457742006,845.1206982447168,2.4495320592689196
0.6571843056052654,1.305461384504775,0.0016044792278053007,830.0588221805896,2.6134352967511827
0.6573628770338369,1.2905781121291653,0.0013833536533047705,816.3107129827281,2.5227334351871415
0.6575414484624083,1.274945611300207,0.0013817423111198482,799.2756233455488,2.603086507455719
0.6577200198909797,1.2600837444816209,0.0012135131100887433,779.2121805806573,2.751993558651079
0.6578985913195512,1.248205571952636,0.0012294871531681744,766.391300065392,2.7883735932829192
0.6580771627481226,1.2358660548077078,0.0010890189879760649,748.898211530134,2.5882019260887374
0.658255734176694,1.2211280414196641,0.0009668664854616307,723.3561525585842,2.5371985405784034
0.6584343056052654,1.2104345118323374,0.0011808622262586466,705.8625560048042,3.026691084824263
0.6586128770338369,1.1991233199726996,0.0009814156811789553,685.5289922120094,2.513985001968958
0.6587914484624083,1.1872219864521207,0.0009236861738683706,663.0008843108669,2.720771275764728
0.6589700198909797,1.1769829034215133,0.0008562998467027046,637.966919005386,2.7652064970747494
0.6591485913195512,1.1677564624853765,0.000951029663318897,617.7299654169203,3.1390334136470437
0.6593271627481226,1.1586719979436415,0.0008261300325656843,597.4310281977182,2.6429446058616186
0.659505734176694,1.1481651381963354,0.0007542380826543431,569.142248793527,2.4588578811665887
0.6596843056052655,1.1387630197074532,0.0007724755113046828,544.1158373803489,2.8874986316038416
0.6598628770338368,1.1322336728433147,0.0006726650768378382,526.0700586698306,2.614471309447614
0.6600414484624083,1.125977781458237,0.0007014990066167842,509.45912761446976,2.653032409028645
