# e, |m|, m2, m4 [calculated 2025-01-23 18:23:11.448532 on topology: hexagonal]
-1.123721875,0.26077812499999997,0.09955886010742189,0.02140555587049491
-1.11983671875,0.26395390625000004,0.10045208343505857,0.020673337088849997
-1.1168,0.221153125,0.0765561474609375,0.014049737552782904
-1.1220562500000002,0.35854687500000004,0.15929261865234376,0.038933997406200425
-1.11726796875,0.24201640624999998,0.07933498138427733,0.012121937386272524
-1.11474375,0.261409375,0.08873294274902344,0.014020132476760616
-1.1276078125,0.3632453125,0.15458958666992187,0.03494666296591625
-1.1250367187499999,0.29801953125,0.1101405853881836,0.02113289218914957
-1.1217804687500001,0.22934296875,0.07885015533447265,0.013317728320936506
-1.1366328124999998,0.29882343749999996,0.1325075402832031,0.03329405994532092
-1.1252609374999998,0.3278078125,0.13656299658203125,0.031192275795493985
-1.11695,0.25573125,0.0828072137451172,0.012157724232896294
-1.1276539062500002,0.33517109375,0.14124898590087892,0.032048560784409125
-1.11913515625,0.27269765625,0.09800720294189455,0.01797790544875145
-1.13293984375,0.39985703125,0.1771732975463867,0.04178829261881709
-1.1259242187499998,0.26365859375,0.0940895491333008,0.016570124783049926
-1.12967109375,0.32296953125,0.1475637653198242,0.04140932528030711
-1.12343984375,0.30749609375,0.11410914349365234,0.020382946051671416
-1.1212859375000002,0.3097296875,0.1293324123535156,0.03307609616433738
-1.1306296875,0.361796875,0.16378132128906248,0.042268812111357794
-1.11558828125,0.19748515625,0.06434964483642577,0.01089759697346386
-1.1103546874999999,0.21973437499999995,0.06138874072265625,0.006137289935738199
-1.1285,0.3121484375,0.12599938793945312,0.02785668364033592
-1.12027890625,0.24668984374999997,0.09024139739990235,0.018021177679955494
-1.11038984375,0.26344765625,0.0930114927368164,0.015870870626104906
-1.1155578124999999,0.21622343749999998,0.06711401354980469,0.009880111511688893
-1.11784609375,0.30691640625,0.11939007977294924,0.026330168290420074
-1.11610703125,0.26310078125,0.09282544744873046,0.016528142732386408
-1.11841640625,0.29625078125,0.10683430218505859,0.017504836572170848
-1.13527734375,0.35714140625,0.15975576068115235,0.04274002905629133
