# e, |m|, m2, m4 [calculated 2025-01-20 19:02:09.884050 on topology: hexagonal]
-1.1326500000000002,0.6354500000000001,0.43997225,0.23853359628124998
-1.12455,0.57095,0.40632575000000004,0.24650766801875
-1.1734,0.728,0.5490325,0.33302882698749997
-1.13745,0.63705,0.45461625000000006,0.26236944650625
-1.1111,0.5792999999999999,0.3793825,0.19728589678750005
-1.1693500000000001,0.66845,0.49721024999999996,0.30314011190624995
-1.11775,0.5909499999999999,0.40328674999999997,0.22302377009375005
-1.13515,0.63345,0.44444924999999996,0.25365426988125
-1.15205,0.6433500000000001,0.46328374999999994,0.26883503271875
-1.1423499999999998,0.61685,0.43449775000000007,0.24581012299375002
-1.11985,0.6065499999999999,0.43087525,0.25309560158125
-1.16205,0.68765,0.51250825,0.30880424378125
-1.1259000000000001,0.5659000000000001,0.3813755,0.2046702321875
-1.1456,0.6307,0.45433999999999997,0.2668261022
-1.1591500000000001,0.6749499999999999,0.5067492499999999,0.31045304493125003
-1.1505,0.6677000000000001,0.493037,0.29593734725
-1.11325,0.6093500000000001,0.42210475000000003,0.23658374546875002
-1.10875,0.5812499999999999,0.41008975,0.24575003141875
-1.13605,0.64695,0.46195474999999997,0.26633005994375003
-1.1830500000000002,0.6900499999999999,0.5162672500000001,0.31734839025625
-1.15035,0.63345,0.45824675,0.26480176514375
-1.16215,0.6791499999999999,0.51001425,0.31521378020625
-1.1479000000000001,0.6333999999999999,0.466205,0.286041824825
-1.1109,0.5996,0.408533,0.22161764622500002
-1.0949,0.5802999999999999,0.4003,0.22445374480000002
-1.1576999999999997,0.6229,0.45514450000000006,0.2713149313375
-1.1222999999999999,0.6088,0.42712399999999995,0.23885270825
-1.1778,0.7132,0.5475140000000001,0.35428616967500004
-1.1281500000000002,0.6096499999999999,0.42754675,0.24224900831875001
-1.1120999999999999,0.5423,0.3700295,0.2051404272125
-1.11585,0.54405,0.37106724999999996,0.21339121575625
-1.0917999999999999,0.5433,0.36146400000000006,0.1954987299
-1.0941,0.543,0.35444200000000003,0.18570595269999998
-1.1401000000000001,0.6354000000000001,0.45386450000000006,0.26412678368750003
-1.1335,0.6235999999999999,0.44280450000000005,0.2527204294875
-1.1331,0.6312,0.44396599999999997,0.2498714144
-1.1514,0.6512,0.4801245,0.29158726466249996
-1.06895,0.5346500000000001,0.35366475,0.18512950531875
-1.11635,0.60815,0.43091875,0.25133243269375
-1.1557000000000002,0.6609000000000002,0.47629849999999996,0.2755087929875
-1.1249,0.6269,0.444617,0.257060278325
-1.1317000000000002,0.612,0.43102900000000005,0.23995773527500006
-1.1161499999999998,0.5800500000000001,0.39647925,0.21418483528124999
-1.158,0.6906,0.5187905,0.3190018238374999
-1.1536499999999998,0.68345,0.5123232500000001,0.31114957000625
-1.1296,0.66,0.464711,0.25239346909999993
-1.1179500000000002,0.5789500000000001,0.40143324999999996,0.22319209583125002
-1.1613,0.6912999999999999,0.5224504999999999,0.32887466491249995
-1.1453499999999999,0.62005,0.44860825000000004,0.26862301178125
-1.12995,0.60855,0.42297275,0.24078705066875003
-1.1327500000000001,0.6392500000000001,0.44954125,0.25424154780624997
-1.1009,0.5646999999999999,0.38865500000000003,0.21933467892499997
-1.172,0.7094999999999999,0.5478580000000001,0.357091909975
-1.12565,0.5917500000000001,0.40919525,0.23286238630624997
-1.1213499999999998,0.63765,0.4465352500000001,0.24528078750625
-1.11715,0.58415,0.39072125,0.20444155608124998
-1.1261,0.5920000000000001,0.39735699999999996,0.207701552725
-1.1599,0.6687000000000001,0.49470850000000005,0.29991928881249996
-1.09355,0.54295,0.36378425,0.20298232713125003
-1.12575,0.5985499999999999,0.41377775,0.22445032139375
-1.15125,0.6293500000000001,0.45201425,0.26216994820625
-1.1027999999999998,0.5493000000000001,0.362128,0.18766907462500004
-1.12605,0.58465,0.39175625,0.20732534770624997
-1.1056,0.5645,0.37187950000000003,0.1999415497375
-1.1136,0.6123,0.42257350000000005,0.2289576834625
-1.1074,0.5733,0.3922645,0.21963521616249998
-1.1026500000000001,0.5829500000000001,0.38727525,0.20197742105625
-1.1636000000000002,0.6801999999999998,0.5140214999999999,0.32381414058749997
-1.10585,0.56315,0.37975475000000003,0.19657307639375002
-1.1338000000000001,0.5963,0.39949150000000005,0.21266280133749998
-1.1073,0.6183,0.42927550000000003,0.23494726108749997
-1.119,0.6032,0.42367150000000003,0.23636227333750004
-1.1574,0.6432000000000001,0.47309799999999996,0.28638467725
-1.1292499999999999,0.59735,0.41753625,0.23517385640624996
-1.10545,0.5755500000000001,0.38306325,0.20605777213124998
-1.0914,0.534,0.35491549999999994,0.19166250901250004
-1.1030499999999999,0.58225,0.39390475,0.21323910229375
-1.1368,0.588,0.406216,0.235783874725
-1.1555499999999999,0.67495,0.5153357500000001,0.33161225951874995
