-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-1.5, 0.875
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
-2.0, 1.0
