# e, |m|, m2, m4 [calculated 2025-01-23 18:22:12.091818 on topology: hexagonal]
-1.1685244897959184,0.6274755102040817,0.40760371970012493,0.18008303583337526
-1.157738775510204,0.5735918367346939,0.3456357132444814,0.13523601318916742
-1.1589530612244898,0.5563591836734694,0.3339950464389837,0.13102832112534846
-1.1672877551020409,0.6215979591836736,0.4003271382757185,0.17620979955579888
-1.1487346938775511,0.5409183673469388,0.31385852977925865,0.11458393736149146
-1.163420408163265,0.5667775510204082,0.34308706830487296,0.13619590821952243
-1.1612918367346938,0.5238469387755101,0.31063476051645145,0.12399417218480213
-1.1601510204081633,0.5537775510204082,0.33619574698042487,0.13400973618099954
-1.1667346938775511,0.5953714285714286,0.37370900416493136,0.15819868062799958
-1.166107142857143,0.5592765306122449,0.34437423334027484,0.14486213834387268
-1.1503928571428572,0.5433479591836735,0.31790476395251976,0.11826121928403557
-1.149242857142857,0.47513877551020406,0.2800347351103707,0.11629429135069583
-1.1601224489795918,0.5638122448979592,0.34359595960016653,0.13827923176110718
-1.1518663265306122,0.5151724489795917,0.28991076603498545,0.10691609790340806
-1.1620459183673468,0.5480234693877551,0.32673118710953764,0.12791570062533994
-1.166883673469388,0.5970755102040818,0.37174186005830895,0.15313687651776348
-1.1614367346938776,0.5765224489795918,0.3495493252811329,0.13804388274110088
-1.1623285714285714,0.5699673469387755,0.34937515451895046,0.14285480533812897
-1.1725836734693877,0.6465183673469387,0.42695883715118704,0.19451497727794453
-1.1578489795918367,0.5765530612244898,0.35439606101624327,0.1430916988768364
-1.1597581632653062,0.5861071428571428,0.36248436516034976,0.1479642327977259
-1.1597612244897961,0.5823020408163265,0.35512459683465214,0.14080440964083452
-1.1629622448979593,0.5576826530612246,0.3421284097251146,0.14081699008449633
-1.159034693877551,0.5426122448979592,0.3204848182007497,0.12197566039424693
-1.1586785714285712,0.551023469387755,0.31950759152436486,0.11770536936643483
-1.1574397959183673,0.5796867346938775,0.34875975957934185,0.13407247938426953
-1.1591785714285714,0.5619234693877551,0.3363039809454394,0.13154244583978777
-1.1602173469387755,0.5565316326530612,0.33064380310287383,0.12800107184841322
-1.1642183673469386,0.6007061224489796,0.3723230337359434,0.15249831741346712
-1.1649632653061226,0.5842408163265306,0.3597229731361932,0.14675600037902303
