# e, |m|, m2, m4 [calculated 2025-01-23 18:20:06.409305 on topology: triangular]
-1.9574857142857143,0.43672653061224487,0.21491941940857973,0.06014399377611732
-1.9789408163265307,0.5101499999999999,0.27233724521032904,0.08304786560297822
-1.9978224489795917,0.4756530612244898,0.25539987796751346,0.08306762706673343
-1.9746244897959184,0.42086326530612245,0.21045730945439403,0.06034052533846903
-1.9972469387755103,0.5511091836734693,0.31859598427738445,0.11477207298101531
-1.9791326530612243,0.47264081632653066,0.24246709204498132,0.07284250210148879
-1.9780551020408164,0.4652510204081633,0.24050181091211992,0.0730488557836428
-1.9591918367346937,0.43205102040816334,0.20952610474802164,0.05828323748560859
-2.000308163265306,0.5301785714285715,0.3045272489587672,0.11018706175980551
-1.9783469387755102,0.4500520408163265,0.23426034454394004,0.07310242245920437
-1.9772020408163262,0.4666040816326531,0.23663393481882544,0.06984481486890194
-1.987526530612245,0.4647714285714286,0.24641286130778842,0.07728957398138077
-2.0023142857142857,0.5436734693877551,0.30933515660141614,0.10810369630674228
-1.9804816326530612,0.47748061224489796,0.24964635787172015,0.07661021522107507
-1.996191836734694,0.5084948979591837,0.28071599031653477,0.09377667035921101
-1.9704918367346937,0.44288163265306124,0.2225791162015827,0.06388470782351852
-1.9878857142857143,0.48489387755102037,0.2636073977509371,0.08930275308337039
-1.9632673469387754,0.43757653061224494,0.22650711588921285,0.06873864732460426
-1.9729163265306122,0.4453418367346939,0.2276080819450229,0.0709813247063504
-1.9982224489795914,0.5052061224489797,0.28400808975426906,0.09935509621219082
-1.972395918367347,0.4205183673469388,0.21187781715951684,0.06358144002596353
-1.9713816326530613,0.4876051020408163,0.2577775407122032,0.07788185029745563
-1.9862530612244895,0.5117928571428572,0.28018645741357767,0.09170433840604669
-1.9700367346938776,0.42765102040816333,0.21040243940024989,0.058634610732188
-1.9963714285714287,0.4916734693877551,0.25853167305289465,0.07967023101432986
-1.9779857142857145,0.4670734693877552,0.24345745272802996,0.07530392767192703
-1.9840836734693879,0.4700071428571429,0.2388788091420242,0.07115327827684323
-1.9794938775510205,0.42913877551020413,0.21770653165347775,0.06512781408390163
-1.979212244897959,0.4667520408163266,0.2401885438359017,0.07189980377676801
-1.997591836734694,0.535369387755102,0.3104505299875052,0.11560539270371793
-2.0144857142857147,0.5418010204081632,0.31153558069554355,0.1127466943122543
-1.9676489795918368,0.4419479591836734,0.2244780200957934,0.06518273576134426
-1.9643387755102042,0.34870204081632655,0.14889116992919615,0.0346551049723049
-1.9850693877551024,0.4445724489795919,0.2335383145564348,0.07884678186512863
-1.9833,0.47560306122448975,0.2554262787380258,0.0843490705793019
-1.9973714285714286,0.5460387755102041,0.3076099014993752,0.10415324557794829
-2.0048142857142857,0.5310928571428571,0.2947028895251978,0.09633188138898494
-1.9957040816326528,0.48970408163265305,0.2656745895460225,0.08866269891482412
-1.990597959183673,0.5093683673469388,0.27653934100374844,0.08874591614982463
-1.9862571428571427,0.45987857142857147,0.23419304612661393,0.07075690803899076
-1.990126530612245,0.47837346938775516,0.2606820595585173,0.08911608516532418
-2.0093367346938775,0.5714244897959184,0.34035915785089543,0.1283714426673597
-1.9676918367346936,0.44717142857142855,0.21824795689296125,0.058832923591651244
-1.9703163265306123,0.3840836734693878,0.17758913577675967,0.046732049970075566
-2.0012448979591837,0.5131418367346939,0.2837868393377759,0.09452794692516964
-1.9839265306122449,0.5019867346938776,0.26329699177426075,0.0797589032258018
-1.9641632653061223,0.3839408163265306,0.17615919887546855,0.04416365194751148
-1.983557142857143,0.46046326530612247,0.24715857205331113,0.0812436818103067
-1.9879163265306121,0.4963969387755103,0.27360308007080386,0.08997792789269785
-1.9951367346938775,0.5147397959183674,0.2928694915660142,0.10204932820697658
-1.9855510204081637,0.5104897959183673,0.2806499231570179,0.09493777675607708
-1.9886755102040816,0.4746663265306122,0.25023223917117865,0.07843099113047874
-1.9905836734693876,0.4929663265306123,0.26240691847147024,0.08266965247814027
-2.010808163265306,0.5696734693877551,0.3292541249479384,0.11415495557636256
-1.9530979591836732,0.4244816326530612,0.20817571532694712,0.05704539357513693
-1.9827428571428576,0.4957489795918367,0.27009669408579756,0.08928420704402454
-1.9790081632653063,0.4324142857142858,0.2115692707205331,0.058957330444427275
-1.9928183673469388,0.46094081632653056,0.23911291107871716,0.07398741117182302
-1.9694755102040815,0.4385306122448979,0.2218071139108705,0.06580334636023828
