# e, |m|, m2, m4 [calculated 2025-01-23 18:19:42.007686 on topology: triangular]
-1.9465163265306125,0.3889377551020408,0.17996158756768016,0.046661240146144124
-1.972624489795918,0.45399999999999996,0.23188705872553103,0.07152492944231954
-1.9399959183673472,0.38818673469387754,0.18538464712619743,0.052903364182983775
-1.959065306122449,0.368265306122449,0.17042821740941277,0.04585457791363158
-1.9564877551020408,0.3821061224489795,0.17443059641815906,0.045833199005631
-1.9596999999999998,0.4152122448979592,0.19873879341940856,0.05387067950592308
-1.9617489795918368,0.44963979591836734,0.22730702051228657,0.06704986301170239
-1.9699102040816328,0.4907224489795919,0.2546848223656809,0.07476565460328391
-1.9664122448979595,0.41398163265306126,0.1912243719283632,0.04809537947284228
-1.9863693877551023,0.4724275510204082,0.25390438390254066,0.0804283090515264
-1.963591836734694,0.43229693877551023,0.21698846428571428,0.06383430265092943
-1.9719551020408164,0.4838510204081633,0.2556860372761349,0.0804044054374324
-1.9750693877551018,0.45684183673469375,0.23756821168263223,0.07609357411169675
-1.9167877551020405,0.31746224489795916,0.1257050727821741,0.024705629291775156
-1.9411204081632656,0.37489489795918374,0.1650494149312786,0.03879914387874918
-1.944687755102041,0.42978775510204076,0.20952526613910874,0.05697903475958694
-1.9564714285714286,0.4105969387755102,0.19793995137442727,0.05423463537011993
-1.9883326530612246,0.5229459183673469,0.29277108069554353,0.09958119610226097
-1.932126530612245,0.35206020408163263,0.15147848885880882,0.036481795476985886
-1.951761224489796,0.3945683673469388,0.18732233017492705,0.05086591908867939
-1.958442857142857,0.4174775510204082,0.20099358808829654,0.05776620602540333
-1.9232040816326534,0.29937142857142857,0.12353877863390253,0.02816852926918336
-1.979218367346939,0.4210979591836734,0.22300100853810914,0.0736965652449458
-1.9420938775510206,0.38331938775510205,0.17679643117451063,0.04532736448353992
-1.970516326530612,0.44744693877551023,0.2278264610578926,0.06870629650617924
-1.9775224489795917,0.47515816326530613,0.2511484163890046,0.07833098771873931
-1.9825897959183676,0.4896132653061224,0.26911341347355267,0.09223376142741968
-1.944359183673469,0.34842244897959185,0.16149128259058723,0.04357932906242002
-1.9334061224489798,0.36751122448979584,0.16580271834652227,0.04103438095046858
-1.9578877551020408,0.4203132653061224,0.2101858147646814,0.06576944500738537
-1.9600285714285715,0.44607551020408165,0.2215116570179092,0.06160407300438875
-1.9739918367346936,0.46146734693877556,0.23501098750520621,0.0693162281641427
-1.9353591836734694,0.3458765306122449,0.14531521189087881,0.033055250688234734
-1.960312244897959,0.4293683673469387,0.2104866991878384,0.06030746433242054
-1.9727081632653063,0.45909183673469384,0.22887415680966267,0.06458293789250635
-1.940844897959184,0.3374785714285714,0.14398009152436486,0.03449433655697965
-1.9811102040816326,0.47088673469387765,0.24921612213660974,0.0803519930655564
-1.9614734693877551,0.3868887755102041,0.1804849509579342,0.0502117910857395
-1.9715959183673468,0.40764183673469384,0.19495625124947943,0.056745375234961315
-1.9532571428571428,0.42428163265306124,0.20256293440233236,0.05397586032137809
-1.9617000000000002,0.4188602040816327,0.20205683225739274,0.05549060092742655
-1.9256551020408161,0.30552244897959185,0.11752769366930446,0.02400116126572203
-1.9434816326530615,0.3623857142857143,0.16217301374427323,0.039948973415827996
-1.9575795918367347,0.4489224489795919,0.22164629883381928,0.061384478273714696
-1.9696448979591836,0.435538775510204,0.22075990920449812,0.06521068318270844
-1.9758632653061228,0.4734642857142857,0.2440014976051645,0.072508829750932
-1.9699714285714287,0.4431418367346939,0.2274387425031237,0.06643684503496203
-1.9160265306122453,0.23254897959183674,0.07337139733444398,0.011140529283463825
-1.956891836734694,0.38622346938775515,0.18268983184089962,0.05072421165598159
-1.9979020408163266,0.5445816326530613,0.30833000853810916,0.10675748938221143
-1.9507122448979592,0.3979132653061225,0.18484297178259063,0.047571713075283045
-1.955504081632653,0.4061918367346939,0.18664255497709287,0.045372296371459876
-1.953226530612245,0.4366244897959184,0.20814978717201169,0.05397586188719851
-1.9570489795918364,0.45100612244897953,0.22508123802582258,0.06484055229745046
-1.9453285714285713,0.3736295918367347,0.1677604143065389,0.04133646309241232
-1.9421897959183676,0.35202653061224487,0.15616634402332363,0.041564829333110086
-1.962081632653061,0.37642653061224496,0.1765213704706372,0.04821197878149665
-1.9382551020408163,0.36796020408163266,0.16163972750937114,0.037320446755700294
-1.9472816326530609,0.3312030612244898,0.14496151405664306,0.03862344346131203
-1.956177551020408,0.41211326530612247,0.1889778955643482,0.04755135123492857
-1.9661632653061227,0.4114357142857143,0.20188098302790503,0.058996905672537424
-1.9590836734693877,0.36453367346938775,0.16793201239067057,0.045461937235438
-1.955008163265306,0.42222755102040815,0.19712925249895874,0.04937595816423759
-1.967991836734694,0.4546826530612244,0.22186585453977511,0.05953461176865283
-1.9600020408163266,0.42724489795918374,0.20584773240316537,0.057741205263542386
-1.965387755102041,0.41690918367346946,0.2075427135568513,0.06259829366496243
-1.9364612244897959,0.3776091836734694,0.17336953279883385,0.044219448893826535
-1.8758122448979588,0.2307091836734694,0.07374016399416909,0.011151485786722669
-1.964965306122449,0.4243255102040816,0.2126921731570179,0.0647188723157341
-1.9332673469387753,0.36912244897959184,0.1592618977509371,0.0360667216101962
-1.9749673469387752,0.42960408163265307,0.2047235937109538,0.05396021649316088
-1.950418367346939,0.42866836734693875,0.21087272834235735,0.06217046223947435
-1.9498102040816325,0.3689122448979591,0.16157100812161598,0.037364392366647715
-1.9934755102040815,0.523015306122449,0.2949703634943773,0.09941442668840209
-1.9577102040816328,0.3848326530612245,0.18519940566430648,0.05164333357526767
-1.9772163265306124,0.4450816326530612,0.24143958121615988,0.08309524370949627
-1.9499795918367346,0.3671877551020408,0.16448883173677636,0.041364949965776644
-1.9063918367346937,0.32464897959183675,0.1227142534360683,0.023173189528380305
-1.9481163265306123,0.3972214285714286,0.18898593429820912,0.05402777132931711
-1.9717959183673472,0.4562112244897959,0.2337953293419408,0.06947823001369292
-1.9584408163265306,0.43688877551020405,0.21180464441899208,0.05678467523606304
-1.8869081632653064,0.25470204081632647,0.08456621928363182,0.012898565991744113
-1.9719918367346938,0.4544673469387755,0.23953013327780093,0.07695753755673956
-1.968508163265306,0.4156591836734693,0.20545831986672222,0.06130970139046323
-1.941122448979592,0.3377418367346939,0.13735252613494378,0.028376333934356072
-1.965785714285714,0.4066367346938775,0.19683782382340695,0.054448973301191556
-1.9585673469387754,0.4177612244897959,0.1957431599333611,0.0510340738562997
-1.9443000000000001,0.40693673469387753,0.19409626259891713,0.05111419004798516
-1.9853591836734694,0.5076132653061225,0.271499792482299,0.08584032009436961
-1.9277204081632655,0.3347183673469388,0.13833364931278633,0.029850139152315328
-1.9904000000000002,0.5097020408163265,0.27393311599333614,0.08648412652877652
-1.9543653061224489,0.37216428571428567,0.18177301218242398,0.05265984935968666
-1.9283040816326533,0.31282755102040816,0.12657053717201167,0.029137111871114865
-1.9813959183673466,0.5042479591836735,0.27279133996251564,0.08681388332131089
-1.979775510204082,0.49803877551020403,0.266351408788005,0.08297530310840644
-1.921708163265306,0.330588775510204,0.14092638848396502,0.03311721480035356
-1.9516693877551017,0.3847428571428571,0.18014475239483546,0.04892051199155399
-1.9639081632653062,0.40823673469387756,0.19330254102457312,0.05132802413228466
-1.942357142857143,0.37578979591836736,0.16702482528113285,0.039192223755612356
-1.9464938775510205,0.3473551020408163,0.1573903469387755,0.04195351668283305
-1.9480469387755104,0.37402142857142856,0.16145367419825074,0.03741435163081621
-1.9329306122448977,0.311015306122449,0.1210240392544773,0.022630608038761532
-1.956622448979592,0.3782255102040816,0.1718729792794669,0.04247900352918787
-1.9796469387755105,0.49328163265306124,0.2636791559766764,0.08386547145398186
-1.9449346938775511,0.35037448979591834,0.14663631455643483,0.03157873473416814
-1.9744,0.4261571428571429,0.21526170179092044,0.06445950143438314
-1.9550367346938777,0.4539010204081632,0.2263107229279467,0.06372132583753987
-1.9964183673469384,0.5083357142857142,0.28214122667638486,0.0964488784792838
-1.9707204081632654,0.4164448979591836,0.20404765910037487,0.05868647893612873
-1.9557918367346938,0.41089489795918366,0.19264366024573093,0.0481230394823764
-1.9733020408163264,0.4313469387755102,0.22112306226572262,0.06865282973363873
-1.9510489795918367,0.39805714285714283,0.18548724739691796,0.050166397620312886
-1.9562448979591838,0.4264061224489796,0.20631311057892546,0.056176369607271875
-1.9520489795918368,0.4268142857142857,0.19897335901707622,0.049485969197149295
-1.964034693877551,0.4428295918367347,0.21549798927530195,0.05960558708230681
-1.9671795918367345,0.41451530612244897,0.21080071209912535,0.06600436569454084
-1.9625040816326536,0.41531734693877553,0.20099330185339442,0.05616306099500723
-1.9738081632653062,0.48918571428571433,0.2551804750104123,0.07721389918462668
-1.9786428571428574,0.5066908163265307,0.270562101936693,0.08326413550398082
-1.9486714285714286,0.38594285714285703,0.17934425156184922,0.04523827307929718
-1.9298,0.33949387755102045,0.15240667055393586,0.04269623260647692
-1.9343755102040816,0.3729204081632653,0.16362592294877135,0.038447201970505954
-1.906065306122449,0.2591673469387755,0.09039597063723451,0.01619425752614255
-1.9368183673469386,0.35850408163265307,0.1588904296126614,0.037908647599269034
-1.9551020408163264,0.44809081632653064,0.21959170793419408,0.05793577664433561
-1.9143020408163265,0.2982489795918367,0.11347668992086629,0.021359004278912908
-1.9558040816326527,0.4347479591836734,0.20844954321116202,0.05758448991908345
-1.9216142857142855,0.3727918367346939,0.17890299729279466,0.049662159517171435
-1.9524040816326527,0.4049857142857143,0.1969271851311953,0.05693262761581475
-1.9740306122448978,0.4597275510204082,0.236897810183257,0.07386927992621609
-1.9585795918367348,0.34287142857142855,0.16158652582257393,0.04742997451104663
-1.9590755102040813,0.47077448979591835,0.23660613671386918,0.06798457470497711
-1.9788918367346937,0.4592530612244898,0.23376639025406082,0.0697367189426455
-1.968210204081633,0.49185204081632655,0.2522127504164931,0.07176570174002739
-1.9826244897959182,0.47124795918367357,0.2398665809037901,0.07087266892949415
-1.9828142857142856,0.48438877551020404,0.2568432193877551,0.08177620131551006
-1.950114285714286,0.4519969387755102,0.22105224021241152,0.05917160296455628
-1.9403183673469389,0.358,0.15721245397750935,0.039316829605335106
-1.9184734693877552,0.3407459183673469,0.14406921522282382,0.03325557852948505
-1.9785755102040816,0.4616908163265306,0.23159000655976678,0.06682510926106505
-1.9237061224489798,0.371034693877551,0.17463821095376925,0.04943736755045187
-1.9630408163265307,0.4229663265306124,0.20555193263223656,0.05516467550683598
-1.9603510204081636,0.45051020408163267,0.2231854596001666,0.06339476083863173
-1.970169387755102,0.39212244897959186,0.18576718367346942,0.052664406267160235
-1.9861061224489795,0.5083081632653061,0.27233918846314037,0.08552232493844562
-1.96545306122449,0.46585204081632653,0.23875477394835484,0.07062253552770814
-1.9797714285714287,0.467280612244898,0.24158069960433154,0.07438102571696374
