# e, |m|, m2, m4 [calculated 2025-01-23 18:21:30.051459 on topology: triangular]
-2.0531428571428574,0.5939428571428571,0.3759210905872553,0.16009907130853432
-2.045077551020408,0.6182530612244898,0.3873132815493544,0.15629907228978165
-2.04795306122449,0.6213142857142857,0.3891734577259476,0.15603845116953333
-2.0454244897959186,0.621,0.38986545605997497,0.15807577597486078
-2.043687755102041,0.590880612244898,0.35696034121199494,0.13703512572370916
-2.0436285714285716,0.6287377551020408,0.400328401395252,0.16776123520840844
-2.0242918367346934,0.587045918367347,0.35152729893794255,0.1314880023134936
-2.0463326530612247,0.6023275510204081,0.37038265483132027,0.14703543210407896
-2.0158142857142853,0.5539959183673469,0.33550290358184093,0.1323235996190251
-2.0342204081632653,0.6107663265306124,0.379501911391087,0.15146158432311155
-2.0594897959183673,0.6285918367346938,0.4060743971261974,0.17341511861384892
-2.041491836734694,0.6092204081632653,0.3796621270304039,0.15415023506915454
-2.0457122448979588,0.6179255102040817,0.38644578581840905,0.155645513275235
-2.028340816326531,0.5751744897959183,0.344313089025406,0.13183521003061952
-2.017402040816327,0.5944785714285714,0.3592190875676802,0.13642841313048307
-2.040526530612245,0.6107020408163265,0.3790349052478134,0.15097379521527024
-2.0533755102040816,0.6167316326530612,0.38675909652228235,0.15747212919497658
-2.036312244897959,0.5769867346938775,0.3484319030612245,0.13713880524443836
-2.0132632653061227,0.5641173469387755,0.33325501655560186,0.12355506060070186
-2.0143326530612247,0.5437959183673469,0.3148005304039983,0.11572966319808303
-2.0491367346938776,0.6086173469387756,0.3811561648271553,0.15582753874110733
-2.058038775510204,0.6009397959183673,0.38282843992086635,0.1648228202428491
-2.0519387755102043,0.6195448979591837,0.3900881137026239,0.1596870663529818
-2.032355102040816,0.5824979591836735,0.3488001436901291,0.13271569277709752
-2.0181326530612242,0.5889897959183673,0.3585685191586839,0.13729023527765233
-2.0140571428571423,0.5216530612244897,0.2972399000416493,0.10753607969053461
-2.0328448979591833,0.6029826530612244,0.3721909170137443,0.1475842820309705
-2.045204081632653,0.6134591836734694,0.3855348558933778,0.1589232803081428
-2.0432020408163267,0.5926204081632653,0.3636355445647647,0.14531613536095003
-2.0453326530612244,0.6150183673469387,0.3856747201166181,0.15755347955463153
-2.0556877551020407,0.6295499999999999,0.403553372240733,0.1729634539563634
-2.0244530612244898,0.5790306122448979,0.34766354831320284,0.13407193649475704
-2.037004081632653,0.6146224489795918,0.3827306093294461,0.15319860088515205
-2.0364530612244898,0.6073520408163265,0.3737230290503956,0.1454641356831089
-2.0323142857142855,0.565073469387755,0.33702903602665557,0.12889545061440474
-2.049,0.6202234693877551,0.3952525138483965,0.16778175413433616
-2.017826530612245,0.5705857142857144,0.34088975655976683,0.12931632276579585
-2.0219285714285715,0.5776520408163265,0.3435005090587256,0.12726813850069638
-2.0456326530612245,0.6202224489795918,0.3920172346938775,0.16272967061726962
-2.0397489795918364,0.6168765306122449,0.3855838355893378,0.15544518643478092
-2.0364530612244898,0.6082877551020409,0.37974889358600583,0.15503067682011118
-2.045687755102041,0.61985,0.3938328878592253,0.16650929366480496
