# Energy, Magnetization, Magnetization2, Magnetization4
-2.24, -0.8, 0.6400000000000001, 0.4096000000000001
-1.68, -0.5, 0.25, 0.0625
-2.8, -0.96, 0.9216, 0.8493465599999999
-1.84, 0.7, 0.48999999999999994, 0.24009999999999995
-2.2, -0.82, 0.6723999999999999, 0.4521217599999999
-2.76, -0.96, 0.9216, 0.8493465599999999
-1.52, -0.54, 0.2916, 0.08503056000000002
-2.04, 0.72, 0.5184, 0.26873855999999996
-3.0, 1.0, 1.0, 1.0
-2.32, -0.84, 0.7055999999999999, 0.49787135999999993
-2.28, 0.84, 0.7055999999999999, 0.49787135999999993
-2.28, -0.86, 0.7395999999999999, 0.54700816
-2.32, -0.86, 0.7395999999999999, 0.54700816
-1.8, 0.66, 0.43560000000000004, 0.18974736000000003
-1.96, -0.76, 0.5776, 0.33362176
-2.52, 0.92, 0.8464, 0.7163929600000001
-2.04, 0.82, 0.6723999999999999, 0.4521217599999999
-2.76, 0.96, 0.9216, 0.8493465599999999
-2.04, -0.68, 0.4624000000000001, 0.21381376000000007
-2.6, -0.9, 0.81, 0.6561
-1.72, 0.76, 0.5776, 0.33362176
-2.44, -0.88, 0.7744, 0.59969536
-2.2, -0.82, 0.6723999999999999, 0.4521217599999999
-2.52, 0.86, 0.7395999999999999, 0.54700816
-2.76, -0.96, 0.9216, 0.8493465599999999
-1.4, 0.62, 0.3844, 0.14776335999999998
-1.84, 0.7, 0.48999999999999994, 0.24009999999999995
-2.4, -0.86, 0.7395999999999999, 0.54700816
-2.36, 0.88, 0.7744, 0.59969536
-1.6, 0.4, 0.16000000000000003, 0.025600000000000005
-2.76, -0.96, 0.9216, 0.8493465599999999
-2.6, 0.92, 0.8464, 0.7163929600000001
-2.08, -0.82, 0.6723999999999999, 0.4521217599999999
-2.36, -0.88, 0.7744, 0.59969536
-2.32, 0.82, 0.6723999999999999, 0.4521217599999999
-2.36, -0.8, 0.6400000000000001, 0.4096000000000001
-2.28, -0.84, 0.7055999999999999, 0.49787135999999993
-1.92, 0.64, 0.4096, 0.16777216
-2.24, 0.86, 0.7395999999999999, 0.54700816
-2.16, 0.56, 0.31360000000000005, 0.09834496000000004
-2.36, -0.82, 0.6723999999999999, 0.4521217599999999
-2.16, 0.84, 0.7055999999999999, 0.49787135999999993
-2.24, 0.86, 0.7395999999999999, 0.54700816
-2.76, 0.96, 0.9216, 0.8493465599999999
-2.32, -0.88, 0.7744, 0.59969536
-2.2, 0.84, 0.7055999999999999, 0.49787135999999993
-2.24, 0.76, 0.5776, 0.33362176
-2.36, -0.88, 0.7744, 0.59969536
-2.4, -0.88, 0.7744, 0.59969536
-2.4, -0.9, 0.81, 0.6561
-1.92, -0.58, 0.3364, 0.11316495999999997
-2.2, -0.74, 0.5476, 0.29986576
-1.92, 0.72, 0.5184, 0.26873855999999996
-2.28, 0.88, 0.7744, 0.59969536
-1.12, 0.28, 0.07840000000000001, 0.006146560000000002
-3.0, 1.0, 1.0, 1.0
-2.0, -0.62, 0.3844, 0.14776335999999998
-2.44, 0.9, 0.81, 0.6561
-2.0, -0.66, 0.43560000000000004, 0.18974736000000003
-2.2, -0.82, 0.6723999999999999, 0.4521217599999999
-2.8, -0.96, 0.9216, 0.8493465599999999
-2.12, -0.82, 0.6723999999999999, 0.4521217599999999
-2.88, 0.98, 0.9603999999999999, 0.9223681599999999
-2.4, -0.88, 0.7744, 0.59969536
-2.28, -0.82, 0.6723999999999999, 0.4521217599999999
-2.56, -0.9, 0.81, 0.6561
-2.52, 0.92, 0.8464, 0.7163929600000001
-2.36, 0.86, 0.7395999999999999, 0.54700816
-2.2, 0.82, 0.6723999999999999, 0.4521217599999999
-2.56, -0.92, 0.8464, 0.7163929600000001
-2.48, 0.9, 0.81, 0.6561
-2.16, -0.8, 0.6400000000000001, 0.4096000000000001
-2.68, 0.94, 0.8835999999999999, 0.7807489599999998
-2.64, -0.92, 0.8464, 0.7163929600000001
-2.0, 0.74, 0.5476, 0.29986576
