# e, |m|, m2, m4 [calculated 2025-01-16 13:13:41.402390]
-2.3612999999999995,0.8480000000000001,0.722174,0.529827551
-2.3316000000000003,0.8341,0.7039795,0.5147998346125
-2.3377,0.8299499999999999,0.69707325,0.50381907440625
-2.3903,0.8532500000000002,0.7325352500000001,0.5485447050312501
-2.371,0.8396499999999999,0.71266325,0.52439475850625
-2.3083,0.8175,0.6791965000000002,0.48315603051250006
-2.3232000000000004,0.8361999999999999,0.7037445,0.5062203750375001
-2.3468999999999998,0.8364499999999999,0.7056077500000001,0.51263082356875
-2.3568000000000002,0.8406000000000001,0.710745,0.515977533825
-2.3143999999999996,0.8255999999999999,0.6876495,0.4879705879874999
-2.2882,0.81895,0.67872325,0.47882826300625003
-2.3552,0.8405499999999999,0.7122032500000002,0.52100853968125
-2.3184,0.8111499999999999,0.66781375,0.46697097296874995
-2.3557,0.8422999999999999,0.7162595,0.5280189411875
-2.3933999999999997,0.84565,0.7213397500000001,0.53572789046875
-2.3514999999999997,0.83305,0.70080225,0.50730986960625
-2.3741,0.8475000000000001,0.7228195,0.5342154014125
-2.3523,0.8326,0.703395,0.51023434455
-2.309,0.8102000000000001,0.6703205,0.4744321317875
-2.3281,0.833,0.7008145,0.5072207111125
-2.387,0.85305,0.7301732500000001,0.53985045270625
-2.3601,0.8420499999999999,0.7138532500000001,0.5219140812062499
-2.3428999999999998,0.8355,0.708512,0.5232587686250001
-2.3426,0.8431000000000001,0.714413,0.5200063522999999
-2.2973999999999997,0.8181499999999998,0.6782807500000001,0.47955209786875
-2.3464,0.8392000000000001,0.708147,0.511583709375
-2.2916000000000003,0.8116499999999999,0.66737675,0.46541020619375006
-2.339,0.8269,0.693475,0.5001014496249999
-2.3276999999999997,0.834,0.700804,0.5041610315499999
-2.2906999999999997,0.8118499999999998,0.6700022499999999,0.47192799270624985
-2.3329000000000004,0.82785,0.69224375,0.49585082931875
-2.3243,0.83005,0.6933307500000001,0.49222444749375005
-2.4023000000000003,0.85065,0.7284262500000002,0.54305778890625
-2.3375,0.8427499999999999,0.7139877499999998,0.51975155039375
-2.3162,0.83085,0.6954667499999999,0.49627364071875
-2.3002000000000002,0.8263999999999999,0.6867649999999998,0.48185033982500003
-2.3467000000000002,0.8353499999999999,0.7034217500000001,0.50899217894375
-2.3579999999999997,0.8421000000000001,0.7136935000000001,0.5213801321125
-2.3575,0.8391999999999998,0.713161,0.52179785005
-2.334,0.8366999999999999,0.704674,0.5082461095749999
-2.3919,0.8536500000000001,0.73287775,0.54784856749375
-2.3015,0.8329,0.6990935,0.5018630866625
-2.3124,0.82325,0.6842167500000003,0.48277221751875
-2.3323999999999994,0.83065,0.69414625,0.49209638693125
-2.3418,0.8344499999999999,0.70052875,0.50154212014375
-2.2971,0.81595,0.6728562499999999,0.46907297928124997
-2.3544,0.8412,0.7118225000000001,0.5175215303375
-2.3714,0.8490000000000001,0.7241805000000001,0.5333758028625
-2.313,0.8154500000000001,0.6792307500000001,0.48618906069375006
-2.3573999999999997,0.8382999999999998,0.707959,0.513898240225
-2.3672999999999997,0.8451000000000001,0.7211585,0.5370680016124999
-2.3519,0.8316500000000001,0.69988225,0.5078372205812499
-2.2786,0.8134,0.6696255,0.4673325268124999
-2.3011,0.81955,0.67834975,0.47588126171874995
-2.3236000000000003,0.82485,0.68911975,0.4923725683187499
-2.3785,0.8532499999999998,0.73237125,0.54835824620625
-2.3191,0.8382500000000002,0.70636725,0.5087287715062501
-2.3539000000000003,0.83825,0.7099437500000001,0.52165263831875
-2.2976,0.8229500000000001,0.68434825,0.48482235353124997
-2.3694,0.8593,0.740643,0.555139985025
-2.3804,0.85905,0.7408812499999999,0.55706404458125
-2.3401,0.83205,0.69979525,0.5056673466812499
-2.3451,0.8313499999999999,0.69739575,0.50159108994375
-2.3395,0.82955,0.69571575,0.50161608406875
-2.3112,0.8046500000000001,0.6698117500000003,0.4795246397687501
-2.332,0.8247,0.688977,0.4927866492
-2.2947,0.81255,0.67066575,0.47265130951875
-2.3812999999999995,0.85265,0.73043525,0.54273400630625
-2.3524000000000003,0.83795,0.71048175,0.52294082761875
-2.38,0.8450500000000001,0.7188052500000001,0.5288751501562501
-2.3292,0.8245,0.6871970000000001,0.48980721102499997
-2.3594,0.8439999999999999,0.7162215000000001,0.5228793245625001
-2.4035,0.8604,0.7436320000000002,0.5622721352500001
-2.2529,0.7930499999999999,0.65015075,0.45394719201875006
-2.3338,0.8381000000000001,0.7059555000000001,0.5080109173124999
-2.3312,0.8385000000000001,0.7071415000000001,0.5101714649125
-2.3355,0.8307000000000001,0.6990755,0.5078722205375
-2.3685,0.8469500000000001,0.7230227499999999,0.5359968866687499
-2.3781,0.8523499999999999,0.72986175,0.54153961456875
-2.3316,0.8247500000000001,0.6905747500000001,0.4980022384937499
-2.3467000000000002,0.8385499999999999,0.7075122500000001,0.51188988933125
-2.376,0.8482000000000001,0.7233320000000002,0.5330722804250001
-2.3911000000000002,0.85955,0.74283825,0.56023787405625
-2.3827000000000003,0.8519,0.7303234999999999,0.5447386206125
-2.2851,0.82,0.6776579999999999,0.47160447502499997
-2.3836999999999997,0.8525499999999999,0.7307437499999999,0.54422395771875
-2.2927,0.7963499999999999,0.65044575,0.4506008244937501
-2.2904,0.8234,0.6842929999999999,0.48331963707500003
-2.3979999999999997,0.8599,0.7423445,0.5591773368125
-2.3404,0.8319999999999999,0.6978310000000001,0.500435441275
-2.3978,0.8563500000000001,0.73911675,0.55982199946875
-2.34,0.83575,0.70394475,0.50910737589375
-2.3464,0.8383499999999999,0.7071367500000001,0.51143492499375
-2.3687,0.8458500000000001,0.7202982499999999,0.53127139083125
-2.3415,0.8427499999999999,0.71322975,0.51691734136875
-2.3612,0.8482,0.7254395000000001,0.5397579855875
-2.3649000000000004,0.83455,0.70238075,0.50860033461875
-2.3662,0.8434500000000001,0.7151587500000001,0.5214533567437499
-2.3476000000000004,0.8445999999999999,0.7171269999999998,0.52396538485
-2.3672999999999997,0.8466499999999999,0.7210092499999999,0.53043577510625
