# beta, U, e_U, chi e_chi [calculated 2025-01-23 18:52:49.100613 on topology: triangular, using blocked data with block length: 100]
0.26996557216702743,2.4357899882761815,0.006047993603167216,363.5268598370506,5.106611525455561e-5
0.2700931231874356,2.4112850097181715,0.005432455966709253,378.06576043617514,5.52194948249256e-5
0.27022067420784374,2.3783806336400843,0.005325074395321066,396.1419950462455,5.223206180902121e-5
0.2703482252282519,2.3508981014458272,0.004626600335858891,411.5187802112354,5.962412035683168e-5
0.2704757762486601,2.329378438613648,0.004332786856223465,427.4607942628421,5.291263224047343e-5
0.2706033272690683,2.289871623943119,0.005350168041860013,443.70078310784555,6.18636962407189e-5
0.2707308782894764,2.2596745988766807,0.004322284258878073,462.86571391302704,6.114933489229329e-5
0.2708584293098846,2.2161394396150187,0.00442974266836452,480.76964212446677,5.4986115759418244e-5
0.27098598033029275,2.182693787800036,0.004386587286080396,498.06600568420197,5.723888308133362e-5
0.2711135313507009,2.152852367284703,0.004434307721940806,517.4811532525246,6.338246510254851e-5
0.27124108237110905,2.111198449503396,0.003998762993387098,539.4996103724649,5.833602806616911e-5
0.27136863339151723,2.0741334199741503,0.00436641189936191,560.5642296839869,5.949371720109088e-5
0.2714961844119254,2.0402992527749717,0.004166473099917741,579.6248279073736,6.315248923323839e-5
0.27162373543233354,1.988918401991192,0.0036948796617650775,600.5104786397496,5.9753563435571584e-5
0.2717512864527417,1.9543509085960822,0.004339169525212717,622.4107189098049,5.8393891174579215e-5
0.2718788374731499,1.9086680528974505,0.003728084003198188,641.7308914083413,6.939680589417889e-5
0.272006388493558,1.8636668111853771,0.00432464945123891,665.0190160617171,6.164952166476933e-5
0.2721339395139662,1.8221819048587715,0.003276894159967253,684.0277288487446,6.671608712334451e-5
0.2722614905343744,1.7829069568203908,0.0034066089034771184,700.8509219290119,6.116175215008456e-5
0.27238904155478255,1.73597360147791,0.003125573922766323,720.6478745997047,5.9443511605038e-5
0.2725165925751907,1.6902174114932769,0.002737743684177396,733.3487985119177,5.8131610701746e-5
0.27264414359559885,1.6492349829031474,0.00279170998403921,743.7943041611593,5.900340139252521e-5
0.27277169461600703,1.610160739035315,0.002607993879609922,756.5714519524945,5.84424474068267e-5
0.27289924563641516,1.5670567201112637,0.0026584041228658365,764.186804888001,7.0396616492614e-5
0.27302679665682333,1.5230009487844192,0.0023582631431530803,762.3688372465608,6.442325250380892e-5
0.2731543476772315,1.4886612991528427,0.0023434605319579594,765.3720179844256,7.659881822184603e-5
0.2732818986976397,1.4505081841794456,0.0019796291388780203,758.9892390722433,6.345872517412081e-5
0.2734094497180478,1.4171182986659638,0.0018361127127174805,755.1785532531098,7.499459927579414e-5
0.273537000738456,1.3825349043431638,0.0017245304970901832,740.0516753558704,7.433582816386451e-5
0.27366455175886417,1.349493785887351,0.0015753232347042263,724.0217797819071,7.344442878288075e-5
0.2737921027792723,1.31907625049225,0.001799364425495447,703.0325683824926,0.00010033672492802955
0.2739196537996805,1.291750258409511,0.0015118160817554783,679.5222172118237,0.00010271429584093799
0.27404720482008865,1.263551264794559,0.0013289278552623875,651.3027909625748,9.314569343740623e-5
0.27417475584049683,1.2440612408702612,0.001231242101314095,631.4392542556952,0.00010185674602866913
0.27430230686090495,1.2175770336541383,0.0010755385774404373,590.4450591833267,9.625713208107748e-5
0.27442985788131313,1.1954218428197132,0.0010220632569787104,553.9744998822314,9.95143152456808e-5
0.2745574089017213,1.1784856000341026,0.0010408238773211966,524.0846504711755,0.00011128786639020439
0.27468495992212943,1.1598867356570357,0.0009713586489192662,487.42532473217466,0.00010855623915438581
0.2748125109425376,1.1436180467622472,0.0007971561957132825,451.7157878742353,9.751132393676998e-5
0.2749400619629458,1.131109548546856,0.0007454163893139167,423.75462373575346,9.233798229101488e-5
0.27506761298335397,1.1171953538294173,0.0006164356113157799,388.4430551632306,8.10032908368266e-5
0.2751951640037621,1.1051821340678216,0.0005400139753658774,354.2167530838256,7.470496860095337e-5
0.2753227150241703,1.0953407293107742,0.0005837429356983094,326.7912307708741,8.89571508655897e-5
0.27545026604457845,1.0865778290216368,0.0005139029152291957,301.7125287620473,8.001780390992191e-5
0.2755778170649866,1.0780443726448854,0.0004152731356213244,275.14223454401616,6.816768166250751e-5
0.27570536808539475,1.0701048627988738,0.0004073292122675269,247.8708299068245,6.7317792772879e-5
0.27583291910580293,1.0634413571866481,0.0003539292164701162,225.9153566915387,5.9496171815662766e-5
0.2759604701262111,1.0571382256501942,0.0003189963858520727,204.78998633037406,5.5073396503986124e-5
0.27608802114661923,1.0521583775255305,0.00028320951769616006,187.1558300076842,5.130719304263739e-5
0.2762155721670274,1.0473141629295446,0.0002709472806703711,171.26845424897255,5.121515940323063e-5
