# beta, U, e_U, chi e_chi [calculated 2025-01-23 18:49:59.963680 on topology: triangular, using blocked data with block length: 100]
0.2692959293098846,2.4297581412109097,0.0057636464111047135,289.49606198079834,6.080036383779477e-5
0.2694417019046368,2.408623241102265,0.005491183224383176,300.3865630017347,5.443534841838196e-5
0.26958747449938897,2.3751735717703215,0.005463397010852623,313.3074237688497,5.221415122039202e-5
0.26973324709414115,2.345268997460949,0.004899011434681086,325.60049532553916,5.8382491252230495e-5
0.26987901968889333,2.3157951696411625,0.004613011936795448,337.4917126209768,5.856532567680379e-5
0.27002479228364556,2.276941909906919,0.004805682827049347,352.039112653336,5.451739933156195e-5
0.27017056487839775,2.2571373788080744,0.00448326721896932,367.43713022276415,6.0803721422712103e-5
0.2703163374731499,2.219868329172405,0.004625672462990487,382.3529034678393,6.002565465834164e-5
0.2704621100679021,2.1833809575761762,0.004761769553141181,396.157378360445,5.879915622514839e-5
0.2706078826626543,2.148280414356065,0.004401301718978142,411.6307729279685,5.8491970890963294e-5
0.27075365525740647,2.105021305652833,0.004432163944458459,428.58840195355225,5.7567015414735616e-5
0.27089942785215865,2.0662262960273896,0.003533925973097299,445.822905478956,6.73027394031113e-5
0.27104520044691083,2.033258400132538,0.0038989315943467632,461.6302437870174,6.388830238393477e-5
0.271190973041663,1.9961450572195876,0.003764389135957148,476.54107866467456,6.624099342337328e-5
0.2713367456364152,1.9520024843486754,0.003631237016210552,496.2627071090206,6.336842091749043e-5
0.2714825182311674,1.9153874343586674,0.003746185931447208,508.10629450514705,6.472458417822935e-5
0.2716282908259196,1.8602720302383582,0.0036142850678380924,525.4388593200991,5.688764084898009e-5
0.2717740634206718,1.829535524098055,0.003913487050381454,543.1398673146779,6.905592701514222e-5
0.27191983601542397,1.777958845016542,0.003212776411803876,556.7691162808826,6.823298524801153e-5
0.27206560861017615,1.7320966213622262,0.002927756558191324,568.4836315304611,5.864790435806944e-5
0.2722113812049283,1.6857561777962098,0.002821308440981022,578.0986053624,6.269417893735086e-5
0.2723571537996805,1.6535416664649072,0.0030099898831953465,592.4950963066071,6.736683294885441e-5
0.2725029263944327,1.6070418212760094,0.002616337659649405,597.2182572710582,6.474319598741655e-5
0.27264869898918487,1.570343631902419,0.0026018110540856378,604.2337258025735,6.664120175553403e-5
0.27279447158393705,1.5279828662769506,0.0020167468066013407,607.4047599678818,5.9209634336426846e-5
0.2729402441786893,1.4929207285773856,0.002106077043757984,607.9098404037526,7.274570339646157e-5
0.27308601677344146,1.4486780741951641,0.0019189075129045603,599.4630652919863,7.558805688064038e-5
0.27323178936819364,1.4160157511780953,0.0019712384835792753,595.925729443009,7.315439184684174e-5
0.2733775619629458,1.377263036093603,0.001770860121383312,583.0107164570635,8.36253775269683e-5
0.273523334557698,1.346726029919811,0.0015353382672084219,569.7342668682104,7.868949649774983e-5
0.2736691071524502,1.3175781027287938,0.0015363622968254682,555.0199864127771,8.005657384286593e-5
0.27381487974720237,1.2921053977967103,0.0014806362934935053,538.6731452000275,9.550843113480376e-5
0.27396065234195455,1.263780381789024,0.001448202638751516,514.5978788313231,0.00010370254667756535
0.2741064249367067,1.240523551942301,0.0012138914458085053,493.75917111030867,0.00010597460025205973
0.2742521975314589,1.2169552352990782,0.0010472124863945584,466.3237277059295,9.941170123487074e-5
0.27439797012621114,1.1960979001999554,0.0009197746742938179,441.4090750890688,9.431582914542455e-5
0.2745437427209633,1.1796025130522674,0.0009335864218050789,419.5159891509024,9.438980504944136e-5
0.2746895153157155,1.1591684816998165,0.0008321165518513691,385.0977900774081,9.152751831640562e-5
0.2748352879104677,1.1459997789397802,0.0007579265467305515,362.82725443915535,9.283820233625334e-5
0.27498106050521987,1.129913840027732,0.0008509117478582695,332.21380627390556,0.00011351584430602336
0.27512683309997205,1.117521569549474,0.0006419638536871875,308.12820290831274,9.387613516444385e-5
0.2752726056947242,1.1068963496699287,0.00063900465878314,285.83431587635323,9.254075084538034e-5
0.2754183782894764,1.0955935933795393,0.0005172323767656238,259.77557016957866,8.102505641914457e-5
0.2755641508842286,1.0853440441738642,0.0004505654844218983,234.93076757411472,7.146689225512929e-5
0.27570992347898077,1.0782830515307975,0.0004260781779003676,217.9411632557252,7.271591890784781e-5
0.275855696073733,1.070117894318946,0.00041715295579942876,196.7125976753019,7.010132909602686e-5
0.2760014686684852,1.0638746076363554,0.00036323092259232424,180.84785022722198,6.428186669490935e-5
0.27614724126323736,1.0574341434860837,0.00028645151688374225,163.53829713686704,5.406620966328464e-5
0.27629301385798954,1.051878120259982,0.0002923130813284781,147.9611550801751,5.4073033712928786e-5
0.2764387864527417,1.0475998438125569,0.0002425295113288952,136.11348248604023,4.826666307431611e-5
