# beta, U, e_U, chi e_chi [calculated 2025-01-23 18:32:16.888734 on topology: triangular, using blocked data with block length: 100]
0.23715307216702744,2.4588951714507012,0.004199435169981492,9.785361279112973,6.49337610934486e-5
0.23817348033029276,2.4304990589378805,0.004563606957842185,10.172820352185195,7.109963387523345e-5
0.23919388849355805,2.4032588943646895,0.004112253300611558,10.614640359549751,5.9331805697038924e-5
0.24021429665682337,2.378066186962239,0.004244549421025365,11.03527675552959,6.226917210537677e-5
0.24123470482008866,2.343914346386535,0.0035049709227635123,11.44469957221592,6.925806702400956e-5
0.24225511298335398,2.3179098249960806,0.0040834098165864145,11.884366319959948,7.485813068132757e-5
0.24327552114661927,2.279996649334547,0.004150647979770035,12.381844841311013,7.755342914101464e-5
0.24429592930988459,2.2522996114937164,0.0035946533337994305,12.92378774275631,7.315148026955234e-5
0.2453163374731499,2.21578761727041,0.0037086883851872652,13.379787159622374,7.710348439317559e-5
0.2463367456364152,2.1742277258641303,0.0029517946459188342,13.963866173593754,6.936551330171801e-5
0.2473571537996805,2.1383571885553274,0.0032349862805030496,14.516535069518998,7.978913929489851e-5
0.2483775619629458,2.093831355027952,0.002980395331316285,15.106709228115168,7.237853018193995e-5
0.24939797012621112,2.0602525138020438,0.0028967499746456633,15.613337240609532,7.747291924448243e-5
0.25041837828947644,2.0132109770525153,0.0029833353962896584,16.162581172566025,7.6527770909977e-5
0.25143878645274176,1.9645118753826751,0.0024847915248977013,16.76292401909719,6.883728446564707e-5
0.252459194616007,1.9256669681525167,0.002619851262233825,17.331229000704646,7.050969290742158e-5
0.25347960277927234,1.8804220275605628,0.0022387529522082173,17.91145716080638,7.237067618233999e-5
0.25450001094253766,1.832382792848781,0.0026618359052145205,18.367889142511608,8.574946707014924e-5
0.255520419105803,1.7904689183182336,0.002213825262438911,18.866346771713218,7.385989085223032e-5
0.25654082726906824,1.7451986626643983,0.0022153423129484813,19.334164077457583,7.416891094345764e-5
0.25756123543233356,1.7004669919485915,0.0020582638436182498,19.711273386896032,7.829986581203584e-5
0.2585816435955989,1.6584407671636796,0.002068028875511348,20.06825733013774,7.979381486105854e-5
0.2596020517588642,1.6152909980380252,0.0022112676075127097,20.316438678319027,7.957493398215852e-5
0.2606224599221295,1.5720668604554857,0.0019503427135095209,20.47680590874372,9.203079954570894e-5
0.2616428680853948,1.5297386697966506,0.001549152663113456,20.50751796525435,8.749620620485413e-5
0.2626632762486601,1.4942649196878428,0.0017219344126363021,20.55729648347996,8.942372250526287e-5
0.2636836844119254,1.4551023845375193,0.0016796610602354523,20.410209544243706,0.00010235655313614245
0.26470409257519073,1.4172229866649524,0.0012677900048720704,20.104571309470987,8.55581431063094e-5
0.265724500738456,1.3826673005061783,0.0014129894860273062,19.781558577832815,0.00011238406512346437
0.2667449089017213,1.3515272303519796,0.0012216244510853788,19.277616470319003,0.00011456347123418586
0.26776531706498663,1.3204123996365482,0.0011986521676684595,18.71153122608391,0.00012233175977378733
0.26878572522825195,1.2912280464169565,0.0011865285199989422,18.019889378399956,0.0001327467767250292
0.26980613339151727,1.2650468000091684,0.0009789121373143732,17.300661641219705,0.00011817818440765101
0.27082654155478253,1.2407161893306584,0.0009142832976506972,16.534441434843995,0.0001336549296222813
0.27184694971804785,1.2177968141190254,0.000810567990191131,15.674919107195961,0.00012228019319483069
0.27286735788131317,1.1952159664169237,0.0007865334520578939,14.624603981256335,0.00013781840522624544
0.2738877660445785,1.1769707227894382,0.0007250537496742866,13.743419963665238,0.00013357815076035028
0.27490817420784375,1.15915006094182,0.0006598227429195082,12.793012482009548,0.00012957298992422207
0.27592858237110907,1.1436804295935952,0.0005856306446693062,11.863991223552773,0.00012795056742301113
0.2769489905343744,1.1288741303174226,0.00046610172900517476,10.92760976324949,0.00011584884644036115
0.2779693986976397,1.1172758186463279,0.00047525074924908316,10.184547258147791,0.00011079491997773
0.278989806860905,1.1049961975552838,0.0004187738667372734,9.277648253311055,0.00010591143128537986
0.28001021502417034,1.0943588162629618,0.0003948228815917049,8.454522462015523,0.00011314699697076655
0.2810306231874356,1.0860330301280674,0.000380730635944526,7.810852804444179,9.847920287242246e-5
0.2820510313507009,1.0770510236273771,0.0003589854405227846,7.059346503006481,0.00010142412591067954
0.28307143951396624,1.0698854586987632,0.00032442699251718953,6.444064385256709,9.072854472909673e-5
0.28409184767723156,1.063253767034129,0.0002767642812617386,5.847156251557495,8.478096661053734e-5
0.2851122558404968,1.0574239385707185,0.00026591765444235286,5.345237352487464,8.309871879607439e-5
0.28613266400376214,1.0516456266641225,0.00023281961980948802,4.8007486395902355,7.310835065388079e-5
0.28715307216702746,1.0472592599826116,0.00021072311572993104,4.415233975204691,6.218719003531667e-5
