# e, |m|, m2, m4 [calculated 2025-01-16 12:55:11.418492]
-2.08, 0.795, 0.6320250000000001, 0.3994556006250001
-2.32, 0.86, 0.7395999999999999, 0.54700816
-2.27, 0.785, 0.616225, 0.3797332506250001
-2.42, 0.88, 0.7744, 0.59969536
-2.47, 0.89, 0.7921, 0.62742241
-2.27, 0.845, 0.7140249999999999, 0.5098317006249999
-2.21, 0.78, 0.6084, 0.3701505600000001
-2.22, 0.78, 0.6084, 0.3701505600000001
-2.3, 0.85, 0.7224999999999999, 0.5220062499999999
-2.28, 0.84, 0.7055999999999999, 0.49787135999999993
-2.48, 0.9, 0.81, 0.6561
-2.56, 0.915, 0.8372250000000001, 0.7009457006250001
-2.44, 0.89, 0.7921, 0.62742241
-2.41, 0.885, 0.7832250000000001, 0.6134414006250001
-2.16, 0.64, 0.4096, 0.16777216
-2.41, 0.88, 0.7744, 0.59969536
-2.48, 0.9, 0.81, 0.6561
-2.33, 0.825, 0.6806249999999999, 0.4632503906249999
-2.55, 0.915, 0.8372250000000001, 0.7009457006250001
-2.3, 0.865, 0.748225, 0.559840650625
-2.55, 0.9, 0.81, 0.6561
-2.41, 0.875, 0.765625, 0.586181640625
-2.59, 0.92, 0.8464, 0.7163929600000001
-2.63, 0.915, 0.8372250000000001, 0.7009457006250001
-2.6, 0.91, 0.8281000000000001, 0.6857496100000001
-2.27, 0.81, 0.6561000000000001, 0.4304672100000001
-2.26, 0.805, 0.6480250000000001, 0.4199364006250001
-2.3, 0.835, 0.697225, 0.4861227006249999
-2.21, 0.84, 0.7055999999999999, 0.49787135999999993
-2.24, 0.845, 0.7140249999999999, 0.5098317006249999
-2.22, 0.84, 0.7055999999999999, 0.49787135999999993
-2.25, 0.845, 0.7140249999999999, 0.5098317006249999
-2.24, 0.755, 0.570025, 0.324928500625
-2.36, 0.865, 0.748225, 0.559840650625
-2.31, 0.815, 0.664225, 0.44119485062499986
-2.25, 0.83, 0.6889, 0.4745832099999999
-2.3, 0.84, 0.7055999999999999, 0.49787135999999993
-2.26, 0.825, 0.6806249999999999, 0.4632503906249999
-2.24, 0.695, 0.4830249999999999, 0.23331315062499994
-2.32, 0.825, 0.6806249999999999, 0.4632503906249999
-2.4, 0.88, 0.7744, 0.59969536
-2.21, 0.685, 0.46922500000000006, 0.22017210062500006
-2.29, 0.83, 0.6889, 0.4745832099999999
-2.28, 0.765, 0.585225, 0.342488300625
-2.21, 0.85, 0.7224999999999999, 0.5220062499999999
-2.11, 0.75, 0.5625, 0.31640625
-2.3, 0.835, 0.697225, 0.4861227006249999
-2.51, 0.905, 0.819025, 0.670801950625
-2.16, 0.805, 0.6480250000000001, 0.4199364006250001
-2.47, 0.9, 0.81, 0.6561
-2.51, 0.895, 0.801025, 0.6416410506250001
-2.25, 0.82, 0.6723999999999999, 0.4521217599999999
-2.47, 0.895, 0.801025, 0.6416410506250001
-2.46, 0.89, 0.7921, 0.62742241
-2.26, 0.85, 0.7224999999999999, 0.5220062499999999
-2.38, 0.83, 0.6889, 0.4745832099999999
-2.32, 0.805, 0.6480250000000001, 0.4199364006250001
-2.64, 0.935, 0.8742250000000001, 0.7642693506250001
-2.59, 0.895, 0.801025, 0.6416410506250001
-2.62, 0.93, 0.8649000000000001, 0.7480520100000002
-2.57, 0.915, 0.8372250000000001, 0.7009457006250001
-2.66, 0.925, 0.8556250000000001, 0.7320941406250001
-2.61, 0.915, 0.8372250000000001, 0.7009457006250001
-2.44, 0.895, 0.801025, 0.6416410506250001
-2.3, 0.795, 0.6320250000000001, 0.3994556006250001
-2.2, 0.81, 0.6561000000000001, 0.4304672100000001
-2.18, 0.775, 0.6006250000000001, 0.36075039062500003
-2.27, 0.8, 0.6400000000000001, 0.4096000000000001
-2.3, 0.805, 0.6480250000000001, 0.4199364006250001
-2.3, 0.85, 0.7224999999999999, 0.5220062499999999
-2.33, 0.86, 0.7395999999999999, 0.54700816
-2.27, 0.825, 0.6806249999999999, 0.4632503906249999
-2.48, 0.905, 0.819025, 0.670801950625
-2.51, 0.91, 0.8281000000000001, 0.6857496100000001
-2.43, 0.89, 0.7921, 0.62742241
-2.5, 0.91, 0.8281000000000001, 0.6857496100000001
-2.48, 0.88, 0.7744, 0.59969536
-2.51, 0.89, 0.7921, 0.62742241
-2.46, 0.88, 0.7744, 0.59969536
-2.41, 0.89, 0.7921, 0.62742241
-2.41, 0.89, 0.7921, 0.62742241
-2.52, 0.895, 0.801025, 0.6416410506250001
-2.48, 0.89, 0.7921, 0.62742241
-2.47, 0.89, 0.7921, 0.62742241
-2.49, 0.885, 0.7832250000000001, 0.6134414006250001
-2.46, 0.845, 0.7140249999999999, 0.5098317006249999
-2.43, 0.84, 0.7055999999999999, 0.49787135999999993
-2.27, 0.795, 0.6320250000000001, 0.3994556006250001
-2.35, 0.875, 0.765625, 0.586181640625
-2.5, 0.88, 0.7744, 0.59969536
-2.14, 0.795, 0.6320250000000001, 0.3994556006250001
-2.13, 0.81, 0.6561000000000001, 0.4304672100000001
-2.34, 0.835, 0.697225, 0.4861227006249999
-2.31, 0.83, 0.6889, 0.4745832099999999
-2.05, 0.755, 0.570025, 0.324928500625
-2.11, 0.75, 0.5625, 0.31640625
-2.53, 0.9, 0.81, 0.6561
-2.23, 0.83, 0.6889, 0.4745832099999999
-2.29, 0.815, 0.664225, 0.44119485062499986
-2.2, 0.81, 0.6561000000000001, 0.4304672100000001
-2.36, 0.87, 0.7569, 0.57289761
-2.67, 0.93, 0.8649000000000001, 0.7480520100000002
-2.26, 0.795, 0.6320250000000001, 0.3994556006250001
-2.23, 0.755, 0.570025, 0.324928500625
-2.36, 0.87, 0.7569, 0.57289761
-2.35, 0.865, 0.748225, 0.559840650625
