# e, |m|, m2, m4 [calculated 2025-01-16 12:55:12.898704]
-2.08, 0.74, 0.5476, 0.29986576
-2.35, 0.83, 0.6889, 0.4745832099999999
-2.26, 0.855, 0.7310249999999999, 0.5343975506249999
-2.3, 0.84, 0.7055999999999999, 0.49787135999999993
-2.3, 0.695, 0.4830249999999999, 0.23331315062499994
-2.66, 0.94, 0.8835999999999999, 0.7807489599999998
-2.59, 0.905, 0.819025, 0.670801950625
-2.4, 0.865, 0.748225, 0.559840650625
-2.62, 0.93, 0.8649000000000001, 0.7480520100000002
-2.53, 0.88, 0.7744, 0.59969536
-2.62, 0.93, 0.8649000000000001, 0.7480520100000002
-2.5, 0.905, 0.819025, 0.670801950625
-2.29, 0.845, 0.7140249999999999, 0.5098317006249999
-1.98, 0.735, 0.540225, 0.291843050625
-1.89, 0.245, 0.060024999999999995, 0.0036030006249999995
-1.92, 0.275, 0.07562500000000001, 0.005719140625000002
-1.8, 0.605, 0.366025, 0.133974300625
-1.78, 0.6, 0.36, 0.1296
-1.86, 0.635, 0.403225, 0.16259040062500002
-1.83, 0.63, 0.39690000000000003, 0.15752961000000001
-1.83, 0.6, 0.36, 0.1296
-2.33, 0.865, 0.748225, 0.559840650625
-2.57, 0.92, 0.8464, 0.7163929600000001
-2.32, 0.855, 0.7310249999999999, 0.5343975506249999
-2.43, 0.86, 0.7395999999999999, 0.54700816
-2.29, 0.83, 0.6889, 0.4745832099999999
-2.31, 0.815, 0.664225, 0.44119485062499986
-2.2, 0.79, 0.6241000000000001, 0.3895008100000001
-2.1, 0.735, 0.540225, 0.291843050625
-2.45, 0.865, 0.748225, 0.559840650625
-2.58, 0.91, 0.8281000000000001, 0.6857496100000001
-2.43, 0.885, 0.7832250000000001, 0.6134414006250001
-2.18, 0.815, 0.664225, 0.44119485062499986
-2.35, 0.84, 0.7055999999999999, 0.49787135999999993
-2.48, 0.905, 0.819025, 0.670801950625
-2.39, 0.875, 0.765625, 0.586181640625
-2.2, 0.63, 0.39690000000000003, 0.15752961000000001
-2.14, 0.775, 0.6006250000000001, 0.36075039062500003
-2.12, 0.77, 0.5929, 0.35153041
-2.52, 0.91, 0.8281000000000001, 0.6857496100000001
-2.59, 0.895, 0.801025, 0.6416410506250001
-2.38, 0.855, 0.7310249999999999, 0.5343975506249999
-2.16, 0.835, 0.697225, 0.4861227006249999
-2.56, 0.92, 0.8464, 0.7163929600000001
-2.48, 0.9, 0.81, 0.6561
-2.47, 0.895, 0.801025, 0.6416410506250001
-2.13, 0.68, 0.4624000000000001, 0.21381376000000007
-2.1, 0.675, 0.45562500000000006, 0.20759414062500006
-2.13, 0.68, 0.4624000000000001, 0.21381376000000007
-2.19, 0.795, 0.6320250000000001, 0.3994556006250001
-2.26, 0.82, 0.6723999999999999, 0.4521217599999999
-2.75, 0.94, 0.8835999999999999, 0.7807489599999998
-2.64, 0.935, 0.8742250000000001, 0.7642693506250001
-2.47, 0.9, 0.81, 0.6561
-2.45, 0.895, 0.801025, 0.6416410506250001
-2.68, 0.945, 0.893025, 0.7974936506249999
-2.66, 0.94, 0.8835999999999999, 0.7807489599999998
-2.71, 0.95, 0.9025, 0.8145062499999999
-2.32, 0.85, 0.7224999999999999, 0.5220062499999999
-2.29, 0.845, 0.7140249999999999, 0.5098317006249999
-2.51, 0.91, 0.8281000000000001, 0.6857496100000001
-2.48, 0.9, 0.81, 0.6561
-2.47, 0.895, 0.801025, 0.6416410506250001
-2.58, 0.925, 0.8556250000000001, 0.7320941406250001
-2.58, 0.92, 0.8464, 0.7163929600000001
-2.55, 0.915, 0.8372250000000001, 0.7009457006250001
-2.2, 0.81, 0.6561000000000001, 0.4304672100000001
-2.51, 0.875, 0.765625, 0.586181640625
-2.52, 0.895, 0.801025, 0.6416410506250001
-2.26, 0.84, 0.7055999999999999, 0.49787135999999993
-2.36, 0.875, 0.765625, 0.586181640625
-2.11, 0.79, 0.6241000000000001, 0.3895008100000001
-2.09, 0.765, 0.585225, 0.342488300625
-2.11, 0.77, 0.5929, 0.35153041
-2.25, 0.77, 0.5929, 0.35153041
-2.34, 0.86, 0.7395999999999999, 0.54700816
-2.65, 0.935, 0.8742250000000001, 0.7642693506250001
-2.28, 0.825, 0.6806249999999999, 0.4632503906249999
-2.34, 0.84, 0.7055999999999999, 0.49787135999999993
-2.46, 0.885, 0.7832250000000001, 0.6134414006250001
-2.36, 0.86, 0.7395999999999999, 0.54700816
-2.59, 0.905, 0.819025, 0.670801950625
-2.26, 0.84, 0.7055999999999999, 0.49787135999999993
-2.29, 0.845, 0.7140249999999999, 0.5098317006249999
-2.27, 0.85, 0.7224999999999999, 0.5220062499999999
-2.42, 0.89, 0.7921, 0.62742241
-2.56, 0.92, 0.8464, 0.7163929600000001
-2.51, 0.89, 0.7921, 0.62742241
-2.59, 0.925, 0.8556250000000001, 0.7320941406250001
-2.42, 0.885, 0.7832250000000001, 0.6134414006250001
-2.78, 0.96, 0.9216, 0.8493465599999999
-2.49, 0.855, 0.7310249999999999, 0.5343975506249999
-2.08, 0.75, 0.5625, 0.31640625
-2.08, 0.715, 0.5112249999999999, 0.26135100062499994
-2.0, 0.6, 0.36, 0.1296
-2.03, 0.605, 0.366025, 0.133974300625
-2.02, 0.59, 0.34809999999999997, 0.12117360999999997
-1.99, 0.585, 0.34222499999999995, 0.11711795062499997
-2.03, 0.585, 0.34222499999999995, 0.11711795062499997
-2.36, 0.855, 0.7310249999999999, 0.5343975506249999
-2.52, 0.91, 0.8281000000000001, 0.6857496100000001
-2.41, 0.88, 0.7744, 0.59969536
-2.6, 0.92, 0.8464, 0.7163929600000001
-2.63, 0.925, 0.8556250000000001, 0.7320941406250001
-2.54, 0.905, 0.819025, 0.670801950625
-2.59, 0.925, 0.8556250000000001, 0.7320941406250001
-2.32, 0.845, 0.7140249999999999, 0.5098317006249999
-2.49, 0.885, 0.7832250000000001, 0.6134414006250001
-2.47, 0.875, 0.765625, 0.586181640625
-2.29, 0.83, 0.6889, 0.4745832099999999
-2.3, 0.835, 0.697225, 0.4861227006249999
-2.27, 0.83, 0.6889, 0.4745832099999999
-2.31, 0.835, 0.697225, 0.4861227006249999
-2.45, 0.88, 0.7744, 0.59969536
-2.6, 0.93, 0.8649000000000001, 0.7480520100000002
-2.33, 0.86, 0.7395999999999999, 0.54700816
-2.51, 0.905, 0.819025, 0.670801950625
