# e, |m|, m2, m4 [calculated 2025-01-16 12:55:08.461177]
-2.69, 0.945, 0.893025, 0.7974936506249999
-2.62, 0.92, 0.8464, 0.7163929600000001
-2.57, 0.91, 0.8281000000000001, 0.6857496100000001
-2.52, 0.89, 0.7921, 0.62742241
-2.31, 0.86, 0.7395999999999999, 0.54700816
-2.34, 0.86, 0.7395999999999999, 0.54700816
-2.45, 0.895, 0.801025, 0.6416410506250001
-2.6, 0.925, 0.8556250000000001, 0.7320941406250001
-2.39, 0.855, 0.7310249999999999, 0.5343975506249999
-2.55, 0.895, 0.801025, 0.6416410506250001
-2.46, 0.905, 0.819025, 0.670801950625
-2.57, 0.92, 0.8464, 0.7163929600000001
-2.15, 0.81, 0.6561000000000001, 0.4304672100000001
-2.34, 0.865, 0.748225, 0.559840650625
-2.1, 0.81, 0.6561000000000001, 0.4304672100000001
-2.35, 0.865, 0.748225, 0.559840650625
-2.42, 0.89, 0.7921, 0.62742241
-2.46, 0.9, 0.81, 0.6561
-2.43, 0.895, 0.801025, 0.6416410506250001
-2.31, 0.85, 0.7224999999999999, 0.5220062499999999
-1.96, 0.7, 0.48999999999999994, 0.24009999999999995
-2.07, 0.755, 0.570025, 0.324928500625
-2.2, 0.785, 0.616225, 0.3797332506250001
-2.19, 0.755, 0.570025, 0.324928500625
-2.27, 0.8, 0.6400000000000001, 0.4096000000000001
-2.28, 0.805, 0.6480250000000001, 0.4199364006250001
-2.22, 0.825, 0.6806249999999999, 0.4632503906249999
-2.44, 0.885, 0.7832250000000001, 0.6134414006250001
-2.63, 0.935, 0.8742250000000001, 0.7642693506250001
-2.33, 0.83, 0.6889, 0.4745832099999999
-2.53, 0.915, 0.8372250000000001, 0.7009457006250001
-2.71, 0.95, 0.9025, 0.8145062499999999
-2.41, 0.87, 0.7569, 0.57289761
-2.37, 0.745, 0.555025, 0.308052750625
-2.31, 0.84, 0.7055999999999999, 0.49787135999999993
-2.47, 0.895, 0.801025, 0.6416410506250001
-2.41, 0.87, 0.7569, 0.57289761
-2.37, 0.855, 0.7310249999999999, 0.5343975506249999
-2.42, 0.89, 0.7921, 0.62742241
-2.21, 0.445, 0.198025, 0.039213900625
-2.29, 0.79, 0.6241000000000001, 0.3895008100000001
-2.28, 0.82, 0.6723999999999999, 0.4521217599999999
-2.24, 0.83, 0.6889, 0.4745832099999999
-2.38, 0.83, 0.6889, 0.4745832099999999
-2.22, 0.835, 0.697225, 0.4861227006249999
-2.33, 0.86, 0.7395999999999999, 0.54700816
-2.46, 0.895, 0.801025, 0.6416410506250001
-2.39, 0.875, 0.765625, 0.586181640625
-2.29, 0.81, 0.6561000000000001, 0.4304672100000001
-2.34, 0.835, 0.697225, 0.4861227006249999
-2.37, 0.84, 0.7055999999999999, 0.49787135999999993
-2.55, 0.915, 0.8372250000000001, 0.7009457006250001
-2.55, 0.915, 0.8372250000000001, 0.7009457006250001
-2.6, 0.92, 0.8464, 0.7163929600000001
-2.52, 0.82, 0.6723999999999999, 0.4521217599999999
-2.37, 0.88, 0.7744, 0.59969536
-2.46, 0.865, 0.748225, 0.559840650625
-2.43, 0.86, 0.7395999999999999, 0.54700816
-2.4, 0.85, 0.7224999999999999, 0.5220062499999999
-2.63, 0.935, 0.8742250000000001, 0.7642693506250001
-2.23, 0.835, 0.697225, 0.4861227006249999
-2.32, 0.84, 0.7055999999999999, 0.49787135999999993
-2.3, 0.86, 0.7395999999999999, 0.54700816
-2.4, 0.855, 0.7310249999999999, 0.5343975506249999
-2.46, 0.835, 0.697225, 0.4861227006249999
-2.59, 0.92, 0.8464, 0.7163929600000001
-2.35, 0.86, 0.7395999999999999, 0.54700816
-2.4, 0.885, 0.7832250000000001, 0.6134414006250001
-2.25, 0.83, 0.6889, 0.4745832099999999
-2.02, 0.64, 0.4096, 0.16777216
-2.06, 0.755, 0.570025, 0.324928500625
-2.7, 0.945, 0.893025, 0.7974936506249999
-2.39, 0.85, 0.7224999999999999, 0.5220062499999999
-2.19, 0.755, 0.570025, 0.324928500625
-2.31, 0.82, 0.6723999999999999, 0.4521217599999999
-2.34, 0.825, 0.6806249999999999, 0.4632503906249999
-2.34, 0.875, 0.765625, 0.586181640625
-2.19, 0.74, 0.5476, 0.29986576
-2.25, 0.775, 0.6006250000000001, 0.36075039062500003
-2.19, 0.745, 0.555025, 0.308052750625
-2.44, 0.845, 0.7140249999999999, 0.5098317006249999
-2.4, 0.87, 0.7569, 0.57289761
-2.35, 0.875, 0.765625, 0.586181640625
-2.13, 0.84, 0.7055999999999999, 0.49787135999999993
-2.28, 0.845, 0.7140249999999999, 0.5098317006249999
-2.21, 0.815, 0.664225, 0.44119485062499986
-2.34, 0.88, 0.7744, 0.59969536
-2.13, 0.74, 0.5476, 0.29986576
-2.25, 0.815, 0.664225, 0.44119485062499986
-2.35, 0.84, 0.7055999999999999, 0.49787135999999993
-2.53, 0.905, 0.819025, 0.670801950625
-2.49, 0.905, 0.819025, 0.670801950625
-2.27, 0.785, 0.616225, 0.3797332506250001
-2.18, 0.775, 0.6006250000000001, 0.36075039062500003
-2.18, 0.78, 0.6084, 0.3701505600000001
-2.22, 0.795, 0.6320250000000001, 0.3994556006250001
-2.14, 0.805, 0.6480250000000001, 0.4199364006250001
-2.38, 0.855, 0.7310249999999999, 0.5343975506249999
-2.37, 0.85, 0.7224999999999999, 0.5220062499999999
-2.29, 0.82, 0.6723999999999999, 0.4521217599999999
