# e, |m|, m2, m4 [calculated 2025-01-20 19:10:11.683785 on topology: hexagonal]
-1.16635625,0.60441875,0.38914531249999995,0.17496479884427338
-1.175575,0.6675625000000001,0.4599166484375,0.22740165575798685
-1.17048125,0.63474375,0.42084777734375,0.19771675652642745
-1.17101875,0.64658125,0.44117004492187495,0.21722600616098958
-1.15160625,0.49965000000000004,0.292602849609375,0.12146492624746114
-1.1552968750000001,0.6028781249999999,0.3838698720703125,0.16812859342829903
-1.1637875,0.6057375,0.396068755859375,0.1822640505384901
-1.1811593749999998,0.655459375,0.4523093505859375,0.22646588930926506
-1.18324375,0.69156875,0.48414149218749997,0.24374880252560616
-1.172003125,0.624584375,0.4198711416015625,0.20224950376310932
-1.1584,0.5734812499999999,0.36009927734374997,0.15648178777382546
-1.163215625,0.608146875,0.39253568847656245,0.17630062827331558
-1.1482593749999999,0.504665625,0.2930410556640625,0.1180639213183915
-1.1733156249999999,0.6459031249999999,0.4362330869140625,0.21430398967202272
-1.1768625,0.68706875,0.4828705234375,0.2496658025173305
-1.16395625,0.603075,0.39251106640625005,0.17904958641836546
-1.17218125,0.6379999999999999,0.4255967734375,0.20230749308481946
-1.167915625,0.6466031250000001,0.4302713369140625,0.19900247104429714
-1.17225,0.6641875000000002,0.45267898828124997,0.22207340448550872
-1.1835906250000001,0.6772593749999999,0.4757951708984375,0.24503131447720286
-1.1677312499999999,0.61248125,0.4062562890625,0.19264469724643518
-1.1621218750000002,0.601821875,0.39092219824218744,0.178674503502085
-1.1654968749999999,0.6174468750000001,0.4128361982421875,0.2020445312252242
-1.159084375,0.556359375,0.34854288378906256,0.1552295634605199
-1.1719625000000002,0.6184125,0.42466110546875,0.21827022706847266
-1.168215625,0.6362156250000001,0.42704306152343746,0.2081056530767749
-1.16576875,0.565025,0.36151958203125,0.16398797196662865
-1.170278125,0.636184375,0.4220170322265624,0.1966646338233651
-1.156190625,0.582696875,0.3656807021484375,0.15858150189779804
-1.17663125,0.6601187500000001,0.45367684374999995,0.2279160905822094
-1.1698843749999999,0.6207281250000001,0.4116352080078125,0.19549157936260234
-1.1757843749999999,0.632615625,0.43304936816406253,0.22001980414282044
-1.1771562500000001,0.65836875,0.45821091992187496,0.2364635026150682
-1.175378125,0.635459375,0.4295885517578125,0.2098317056260827
-1.1590875,0.5851375,0.38028086328125,0.17348305386066357
-1.169015625,0.639759375,0.43628136621093744,0.21684092470860125
-1.1754312500000001,0.60778125,0.397673583984375,0.1841772441904169
-1.1609937499999998,0.6157312500000001,0.39493555273437503,0.1728954493026228
-1.1603687500000002,0.5810875,0.37076905078125,0.16648992217942543
-1.154675,0.5188499999999999,0.31159044921875,0.1291381604983036
-1.159575,0.570575,0.3658749648437501,0.1681375251200619
-1.16551875,0.5812,0.37989042773437504,0.17879137227978803
-1.17413125,0.6300125,0.4244496347656249,0.2095363730543886
-1.1809125,0.6823125000000002,0.47363474414062495,0.23586187045634482
-1.1612656249999997,0.5941531250000001,0.3807769052734375,0.1714295943387778
-1.16800625,0.6202562500000001,0.410824677734375,0.19659158225107745
-1.171909375,0.638140625,0.4279805322265625,0.20219624480265133
-1.181540625,0.6894968750000001,0.48503087792968747,0.24662390158903033
-1.1623124999999999,0.58388125,0.36765622265625003,0.16026024363845212
-1.15339375,0.5755750000000001,0.36330935546875,0.16367763641593133
-1.164334375,0.617503125,0.3960044267578124,0.1749996213749413
-1.1533593750000002,0.536746875,0.3389548798828125,0.1552898627258752
-1.163415625,0.562321875,0.36270369238281247,0.16715142866809166
-1.169278125,0.6338468750000001,0.4250144228515625,0.20091681096997197
-1.17805625,0.6252687499999999,0.4273952167968751,0.2162192618183115
-1.1791218749999999,0.6723281249999999,0.4606786513671875,0.22537492310744583
-1.16950625,0.6131687499999999,0.40423188671875004,0.1903583775791992
-1.1577687500000002,0.60894375,0.39731679296875,0.17910737029463347
-1.1752406249999998,0.6544031249999999,0.4473689658203125,0.2222516336856229
-1.16126875,0.59675625,0.38412443164062493,0.17158357162105886
-1.1718312499999999,0.6441687500000001,0.44251547460937507,0.2217040225204931
