# e, |m|, m2, m4 [calculated 2025-01-20 19:09:24.992698 on topology: hexagonal]
-1.121075,0.4260125,0.21679230078125003,0.06470287870674095
-1.130459375,0.44525937499999996,0.25203158496093747,0.09949956840971058
-1.1457968749999998,0.547653125,0.3224688583984375,0.12380075299545316
-1.146365625,0.553359375,0.34114566699218757,0.14729642755745648
-1.147371875,0.5119906250000001,0.2977928017578125,0.11599505971392222
-1.138915625,0.534615625,0.31954637988281254,0.1314938550950452
-1.115134375,0.30936562500000003,0.13682046386718752,0.036301837439742565
-1.15390625,0.5401687499999999,0.32324658398437506,0.13119730955777606
-1.1510437500000001,0.5516375,0.34298814257812504,0.14710543394757214
-1.126834375,0.4538218750000001,0.24636062011718754,0.08713580025259429
-1.146625,0.53835,0.32181087890625,0.13087231085321505
-1.1416156249999998,0.485928125,0.2772544814453125,0.1098469554221776
-1.150021875,0.5520406250000002,0.34314722167968753,0.1453895332386546
-1.1347718750000002,0.44831562500000005,0.2432181083984375,0.08655735035757399
-1.1606812499999999,0.62594375,0.40513007617187496,0.18226550697634145
-1.1418468750000001,0.444121875,0.24611974316406252,0.09286427481395998
-1.1221437500000002,0.37287499999999996,0.18184755273437503,0.05821691711649379
-1.1576812500000002,0.56905625,0.35432755078125,0.1492965245673351
-1.141865625,0.517021875,0.3132250107421875,0.12807631022409582
-1.14611875,0.496925,0.2925065859375,0.11816346447551763
-1.129596875,0.4302906249999999,0.2245323115234375,0.07775836889951315
-1.146675,0.49151874999999995,0.281709138671875,0.10842817531535895
-1.1377812500000002,0.5020875,0.2813848671875,0.10204195027132835
-1.1501187499999999,0.5702812500000001,0.355456337890625,0.1508603902646395
-1.138890625,0.43364687500000004,0.2355739775390625,0.08346642108238422
-1.1469624999999999,0.5402687500000001,0.32938099609375,0.14014789819015772
-1.1400312499999998,0.4263125000000001,0.23071746289062503,0.08493939315972537
-1.147028125,0.5434593750000001,0.3266123662109376,0.1340651729135398
-1.139978125,0.487596875,0.2786704384765625,0.10679564535675022
-1.148509375,0.549315625,0.3503922041015625,0.1604936127173009
-1.143815625,0.5293093750000001,0.3161357705078125,0.12857569491158766
-1.14711875,0.4999125000000001,0.28819075781250003,0.11190817986474609
-1.1581750000000002,0.620925,0.39887719140624994,0.17506744919986533
-1.1411875,0.46586874999999994,0.258361494140625,0.09884182733504389
-1.133228125,0.504540625,0.2819325927734375,0.10257768107266721
-1.1645281250000001,0.618678125,0.41331398339843745,0.19369564688428678
-1.16206875,0.6270062500000001,0.41089526171875,0.18884984784044878
-1.143353125,0.541371875,0.32880707519531244,0.13642786530590947
-1.1269343750000003,0.44771562500000006,0.24209512402343744,0.08355282743149559
-1.1469937500000003,0.5281375,0.31059597265625,0.12128316168738518
-1.140803125,0.46894062500000006,0.2706520947265625,0.10480974835215388
-1.1505718749999998,0.561440625,0.3469035673828125,0.1497896272189107
-1.1486375,0.5894125,0.369107353515625,0.15754671894672526
-1.160796875,0.576540625,0.3658227529296875,0.15711618948914327
-1.1497875,0.5420875,0.32282883789062494,0.12837162525781273
-1.147178125,0.5321218750000001,0.3169713466796875,0.12463961942488472
-1.153921875,0.5430843750000001,0.3267648876953125,0.1374944517372277
-1.1339124999999999,0.45608125,0.25211909765625007,0.09671640388452643
-1.1619,0.5989874999999999,0.38950866601562495,0.1808524664135969
-1.157721875,0.591984375,0.3732107763671874,0.15971500703415134
-1.1512375,0.5722625,0.36806331835937506,0.16844969962889653
-1.1350875,0.45201249999999993,0.259345759765625,0.09853625955250873
-1.1417812500000002,0.50371875,0.27931908984375,0.09835139315746534
-1.1541187500000003,0.5665,0.3503640332031249,0.15188759936045704
-1.1390187500000002,0.5107562499999999,0.296573494140625,0.11626070126048108
-1.128546875,0.476096875,0.2784229677734375,0.10953071919650335
