# e, |m|, m2, m4 [calculated 2025-01-20 19:10:46.472408 on topology: hexagonal]
-1.1790562500000001,0.667475,0.46017464062499996,0.23221069262661437
-1.181,0.6767750000000001,0.4717016875,0.23752995695486337
-1.1749531249999998,0.6678281250000001,0.46533121777343744,0.23485209302226553
-1.172025,0.61576875,0.40675467578125,0.18786906295790903
-1.176375,0.65501875,0.45436940625,0.23314930051650928
-1.1769562500000001,0.6191,0.40877688476562496,0.19371305762125643
-1.17079375,0.598775,0.39815312109375006,0.19146032395850604
-1.1809937499999998,0.6764874999999999,0.47312663085937495,0.2433996632353884
-1.1855624999999999,0.66598125,0.47113639648437505,0.2489977612653673
-1.1888687500000001,0.69904375,0.499923830078125,0.2655519680593012
-1.188046875,0.7101781249999999,0.5096511865234374,0.2685826013481864
-1.1854375,0.6838687499999999,0.485788857421875,0.25635995539694084
-1.1666875,0.5985375,0.3961056328125,0.18859413950676615
-1.159240625,0.574378125,0.36711276074218746,0.16814765483054075
-1.1739875,0.6237687499999999,0.42683370312499996,0.2172432591467671
-1.1885,0.69141875,0.49411947265625,0.2607686168432415
-1.186040625,0.691353125,0.4904071611328126,0.2570838315114255
-1.183928125,0.6485656249999999,0.4563855947265625,0.23925026367900362
-1.186959375,0.680359375,0.48802617480468746,0.25984906890573034
-1.194678125,0.686865625,0.4945650712890625,0.26963680886033486
-1.18945625,0.6993625,0.5023151914062499,0.27102272281424633
-1.164875,0.58751875,0.37072399609375006,0.16146356437074316
-1.1679,0.61536875,0.40758059375,0.19454263307816805
-1.174809375,0.628315625,0.42103505566406246,0.2017482428143189
-1.16301875,0.58404375,0.3741577265625,0.17159472443059273
-1.1745593749999999,0.6226031249999999,0.41842541894531243,0.20434283136377307
-1.176259375,0.6794343749999999,0.4726852001953125,0.23849844679169166
-1.1816093749999999,0.674621875,0.4638503291015625,0.22741002315735026
-1.183503125,0.698028125,0.4920365966796874,0.25156493374696187
-1.1845750000000002,0.6869500000000001,0.48659942578125,0.25116283905998843
-1.181134375,0.670209375,0.4721485888671875,0.2476360347308154
-1.19028125,0.71286875,0.520471162109375,0.28714097910450687
-1.1784249999999998,0.6803125000000001,0.47003266406250005,0.23268114948416863
-1.184459375,0.6496843750000001,0.4498791787109376,0.23194934713795615
-1.1696,0.5928874999999999,0.39025696484374994,0.18397851270560608
-1.177840625,0.669965625,0.4616416943359375,0.22843214620152
-1.1674531250000002,0.6261031249999999,0.41175993457031246,0.18948782715676316
-1.172809375,0.6388406249999999,0.4387207099609375,0.21812974353574513
-1.175671875,0.651628125,0.4412826162109374,0.21430470395970222
-1.18646875,0.70278125,0.49970003320312506,0.26056081787840596
-1.17624375,0.6444124999999999,0.43903357421875006,0.21798094510043256
-1.1715906249999999,0.6501156249999999,0.44143216699218746,0.21562538455053779
-1.184096875,0.683578125,0.4767434541015625,0.24236666161621293
-1.19156875,0.7087062500000001,0.510153875,0.27266635347806706
-1.176859375,0.6465843749999999,0.44131460839843745,0.21936591048648668
-1.17404375,0.65913125,0.448015646484375,0.2194233826463591
-1.182840625,0.6618156249999998,0.46436664941406247,0.2425750643567597
-1.1741625,0.655725,0.44767589453125,0.2214756109967312
-1.158284375,0.609571875,0.39658051855468757,0.18013147858055717
-1.1806499999999998,0.6700625000000001,0.46312647460937506,0.23216439992760637
-1.1886625,0.711825,0.516028404296875,0.2766640377369447
-1.1760343750000002,0.654228125,0.4447614560546874,0.2181322674166335
-1.1844843749999998,0.7095593749999999,0.5119678994140624,0.27313677173799183
-1.1772156249999999,0.6678031249999999,0.46323373925781247,0.2328425374340459
-1.1792125,0.675075,0.47412335742187495,0.247626875107485
-1.183971875,0.689471875,0.48769306738281243,0.25217827904930773
-1.177646875,0.647415625,0.43659113964843743,0.2102603346375312
-1.1787125,0.67216875,0.46490020898437495,0.233303081157181
-1.1844625,0.6870687500000001,0.48161905273437505,0.2461886137989672
-1.179,0.6603125000000002,0.449216482421875,0.2202552031547537
-1.18773125,0.6953,0.4906657636718751,0.2520207089326529
-1.1773375,0.6539437499999999,0.44562703124999997,0.21800016681492923
-1.1744781249999998,0.646559375,0.43747027441406244,0.21342269892200524
-1.161265625,0.6185593750000001,0.4030169658203125,0.17958250664579092
-1.170965625,0.648271875,0.43381683691406253,0.2054522006680238
-1.179046875,0.653971875,0.4448245498046875,0.21701471587381507
-1.18905625,0.7081687500000001,0.5094462890625001,0.2732274161013874
-1.1688875,0.6208,0.41314242578125,0.20038974137091903
-1.166225,0.6159375,0.40484735546874995,0.19110499642653622
-1.1840374999999999,0.6892749999999999,0.48748375976562497,0.25100604474252797
-1.19686875,0.7316875000000002,0.5391220214843749,0.29803936972922185
-1.1664062499999999,0.6585437500000001,0.44649032812500006,0.21567591498846242
-1.1821125000000001,0.6355562499999999,0.430864380859375,0.211802518004537
-1.186225,0.6715812500000001,0.47098647851562503,0.24268562070190675
-1.174221875,0.668065625,0.45882697167968745,0.22527421208822127
-1.1786,0.6773625,0.4691504199218749,0.23331431367430702
-1.179728125,0.6666593749999999,0.46112371582031253,0.23107988960855913
-1.1616374999999999,0.58783125,0.37184601757812497,0.16203954080671024
-1.1906718749999998,0.7071218750000001,0.5107090556640626,0.2723848048802926
-1.1629625,0.623875,0.4180297421875,0.19916066404100344
