# Energy, Magnetization, Magnetization2, Magnetization4
-2.1365999999999996,0.05469999999999999,0.5484145,0.3364247667625
-2.0981,0.029249999999999988,0.5057782500000001,0.30366440420625
-2.0796,0.06885000000000002,0.54401975,0.32953814781874996
-2.0889,0.037150000000000016,0.52610625,0.32775302773125
-2.0891,0.05310000000000001,0.5150895,0.3054513720375
-2.0542999999999996,-0.0010999999999999888,0.529156,0.321860863525
-2.1231,-0.005550000000000008,0.55228325,0.32759399898124997
-2.1926,0.030299999999999994,0.6008195,0.3858677192375
-2.1581,0.02475000000000002,0.5786262500000001,0.36082987218125007
-2.1342999999999996,-0.017999999999999985,0.5743365,0.3576404977875
-2.1244999999999994,0.06015000000000001,0.56667725,0.35858853700625
-2.0877,-0.05090000000000001,0.526019,0.30488944804999996
-2.1014,0.04145000000000001,0.5455447499999999,0.33479893284375
-2.033,-0.00379999999999998,0.5016485,0.2868422100125
-2.0597,-0.028200000000000003,0.5125495,0.2965271775625
-2.1001999999999996,0.049399999999999986,0.544203,0.334102405725
-2.086,-0.06365,0.5230357499999999,0.31316969724375
-2.1241,0.12224999999999998,0.5638147500000001,0.34527786849375
-2.1157,-0.07335000000000001,0.55673025,0.33874939865625
-2.1052,0.04655000000000001,0.5162297499999999,0.31685243021875004
-2.0416000000000003,0.01255000000000001,0.48492874999999996,0.28702312319375006
-2.0410999999999997,0.04919999999999998,0.49259899999999995,0.288175801025
-2.0765000000000002,0.029099999999999997,0.5302485,0.3095501118375
-2.1547,0.005800000000000005,0.5681285,0.3530786910124999
-2.0832,-0.025900000000000006,0.5303865,0.31643292438750004
-2.0822000000000003,-0.008050000000000005,0.51822425,0.3153638236062499
-2.0823,0.04300000000000001,0.5375240000000001,0.322010713475
-1.9916,0.012400000000000007,0.4390955,0.2480324474375
-2.0942000000000003,-0.039900000000000005,0.511648,0.30664845085
-2.1599,0.013349999999999987,0.58509475,0.36822620081875
-2.1411999999999995,-0.07730000000000001,0.5500115,0.3399562704125
-2.0766999999999998,0.04164999999999999,0.5214952500000001,0.30737529493125004
-2.1949,-0.026700000000000005,0.612313,0.392121455725
-2.1525,-0.03979999999999999,0.5779089999999999,0.37180041310000006
-2.1763,0.012650000000000002,0.60720575,0.3875719160187501
-2.1117000000000004,0.028100000000000014,0.5383929999999999,0.33449094865
-2.1426,-0.06545,0.57869625,0.35489805028125
-2.1222999999999996,0.08410000000000001,0.5548645,0.3287316307375
-2.0936999999999997,0.013099999999999999,0.5427455,0.32426333438750005
-2.0807999999999995,-0.06899999999999999,0.514709,0.30663260389999997
-2.1105,-0.0026499999999999944,0.5398747500000001,0.32948127631875
-2.1207,0.025699999999999987,0.5472555,0.3460260502125
-2.0368,0.046049999999999994,0.48499125000000004,0.27958730308124996
-2.1344000000000003,-0.0564,0.5567135,0.34741658513749996
-2.0227,0.015599999999999996,0.4673295,0.2605660742625
-2.0704000000000007,0.01685,0.49884675,0.2888327346937499
-2.0853,-0.03545,0.54838875,0.34879647661874996
-2.0298000000000003,0.0049000000000000024,0.4950515,0.28619859398749997
-2.1327000000000003,0.021550000000000003,0.56469575,0.35651715284375
-2.1615,0.0216,0.5640265,0.36461586351249997
-2.0937,0.01650000000000002,0.5268349999999999,0.312512168525
-2.0715999999999997,-0.002699999999999986,0.5230595,0.30505170571249995
-2.0783,0.022999999999999993,0.5096245,0.3032686477375
-2.1334,0.017400000000000002,0.546495,0.3390308049
-2.0656000000000003,-0.002599999999999999,0.5343145,0.31803929713750007
-2.0782,-0.06324999999999999,0.53042175,0.32128279531875004
-2.1196,0.02509999999999999,0.5453535,0.3362632816875001
-2.0052000000000003,0.05029999999999998,0.45742550000000004,0.25821688913749996
-1.9648,0.04815000000000002,0.43442474999999997,0.23942275891874998
-2.0324,0.022299999999999986,0.49215,0.28322858632500003
-2.0909999999999997,-0.029400000000000013,0.519879,0.300620106225
-2.0846999999999998,0.06444999999999998,0.50994175,0.32119351106875
-2.0545,-0.020600000000000018,0.502158,0.288907982325
-2.1867,0.02084999999999999,0.60541875,0.38629240231874995
-2.0892,0.054849999999999996,0.5422157500000001,0.31680557771875
-2.0670999999999995,-0.034249999999999996,0.5220732499999999,0.31459067718125
-2.0728,0.03984999999999999,0.5426167500000001,0.33177256606875
-2.0204999999999997,0.008400000000000013,0.47530700000000004,0.2758105217
-1.9966,0.007800000000000005,0.45318600000000003,0.256160635125
-2.1207,-0.014699999999999998,0.5561165,0.3441523278125
-2.0742000000000003,0.007049999999999994,0.52520675,0.31369319571875
-2.1074,-0.06749999999999999,0.541308,0.333925164
-2.0284999999999997,-0.02369999999999999,0.4833665,0.27035627551249997
-2.1199000000000003,-0.016799999999999992,0.5436050000000001,0.3343332372499999
-2.1963,0.025949999999999983,0.61179075,0.40481091699375
-2.1801,0.020550000000000006,0.5761047499999999,0.37247921474375006
-2.0868,0.0395,0.5238174999999999,0.31381699603749996
-2.0703,0.0366,0.500796,0.296193601725
-2.0728000000000004,-0.03565,0.5166572500000001,0.30728652773125004
-2.0913,0.03765,0.53795075,0.3207623243937501
-2.1019999999999994,-0.05135000000000001,0.53863025,0.3233130517812499
-2.0467,-0.06115,0.52445025,0.29801712013125
-2.0126999999999997,0.014249999999999999,0.4543472499999999,0.24595379678124998
-2.0774,0.031049999999999987,0.50025575,0.28943855879374997
-2.0592,-0.020500000000000015,0.523183,0.31472088647499996
-2.1295,-0.017699999999999987,0.5513425000000001,0.3387006327625
-2.0937,0.010399999999999998,0.472416,0.27911474655
-2.1832,-0.00829999999999998,0.5949080000000001,0.37888481015
-2.1037,-0.03180000000000001,0.5171800000000001,0.315469676275
-2.0136000000000003,-0.05465,0.48374775,0.27307731991875
-2.1011,-0.03805,0.54032625,0.32409858583125
-2.0103,-0.03079999999999998,0.45860749999999995,0.25281687968749994
-2.0460000000000003,-0.014550000000000014,0.49544475000000004,0.28355535789375
-2.1473,-0.02644999999999999,0.57218175,0.36246348541874995
-2.0452,-0.037750000000000006,0.49555875,0.28613361211875
-2.0687999999999995,0.02680000000000001,0.548637,0.32543619780000005
-2.1061,-0.04905000000000001,0.5275737500000001,0.31956769956875
-2.1679999999999997,-0.004350000000000003,0.59758825,0.3876669225062499
-2.1171,-0.01649999999999999,0.545759,0.32548449409999997
-2.0724,0.013749999999999998,0.50654175,0.29025622021875
